relation,node1,node2
"同事","character/R717","character/R715"
"队友","character/R717","character/R716"
"队友","character/R717","character/R715"
"队友","character/R717","character/R21"
"队友","character/R717","character/R714"
"所属救援队","character/R717","character/R718"
"现任机构","character/R717","character/R720"
"支援地点","character/R718","character/R547"
"履历","character/R723","character/R745"
"现任机构","character/R723","character/R146"
"履历","character/R724","character/R746"
"现任机构","character/R724","character/R146"
"履历","character/R725","character/R747"
"现任机构","character/R725","character/R146"
"履历","character/R726","character/R746"
"现任机构","character/R726","character/R146"
"履历","character/R727","character/R746"
"现任机构","character/R727","character/R146"
"履历","character/R728","character/R745"
"现任机构","character/R728","character/R146"
"履历","character/R729","character/R747"
"现任机构","character/R729","character/R146"
"履历","character/R730","character/R746"
"现任机构","character/R730","character/R146"
"履历","character/R731","character/R746"
"现任机构","character/R731","character/R146"
"履历","character/R732","character/R746"
"现任机构","character/R732","character/R146"
"履历","character/R733","character/R746"
"现任机构","character/R733","character/R146"
"履历","character/R734","character/R746"
"现任机构","character/R734","character/R146"
"履历","character/R735","character/R747"
"现任机构","character/R735","character/R146"
"履历","character/R736","character/R746"
"现任机构","character/R736","character/R146"
"履历","character/R737","character/R746"
"现任机构","character/R737","character/R146"
"履历","character/R738","character/R747"
"现任机构","character/R738","character/R146"
"履历","character/R739","character/R746"
"现任机构","character/R739","character/R146"
"履历","character/R740","character/R747"
"现任机构","character/R740","character/R146"
"履历","character/R741","character/R745"
"现任机构","character/R741","character/R146"
"履历","character/R742","character/R745"
"现任机构","character/R742","character/R146"
"履历","character/R743","character/R750"
"现任机构","character/R743","character/R146"
"履历","character/R744","character/R745"
"现任机构","character/R744","character/R146"
"履历","character/R751","character/R756"
"现任机构","character/R751","character/R755"
"履历","character/R752","character/R756"
"现任机构","character/R752","character/R755"
"履历","character/R753","character/R757"
"现任机构","character/R753","character/R755"
"履历","character/R754","character/R757"
"现任机构","character/R754","character/R755"
"履历","character/R758","character/R770"
"现任机构","character/R758","character/R771"
"履历","character/R760","character/R772"
"现任机构","character/R760","character/R771"
"履历","character/R761","character/R772"
"现任机构","character/R761","character/R771"
"履历","character/R762","character/R772"
"现任机构","character/R762","character/R771"
"履历","character/R763","character/R773"
"现任机构","character/R763","character/R771"
"履历","character/R764","character/R773"
"现任机构","character/R764","character/R771"
"履历","character/R765","character/R774"
"现任机构","character/R765","character/R771"
"履历","character/R766","character/R774"
"现任机构","character/R766","character/R771"
"履历","character/R767","character/R774"
"现任机构","character/R767","character/R771"
"履历","character/R768","character/R772"
"现任机构","character/R768","character/R771"
"履历","character/R769","character/R774"
"现任机构","character/R769","character/R771"
"发布","character/R776","character/R811"
"相关","character/R776","character/R21"
"发布","character/R777","character/R21"
"相关","character/R777","character/R806"
"相关","character/R777","character/R808"
"相关","character/R777","character/R805"
"相关","character/R777","character/R809"
"相关","character/R777","character/R807"
"相关","character/R777","character/R804"
"相关","character/R777","character/R810"
"发布","character/R778","character/R802"
"相关","character/R778","character/R21"
"相关","character/R778","character/R803"
"事迹","character/R779","character/R792"
"职责","character/R779","character/R780"
"死亡原因","character/R779","character/R391"
"履历","character/R779","character/R783"
"履历","character/R779","character/R784"
"履历","character/R779","character/R785"
"事迹","character/R786","character/R791"
"职责","character/R786","character/R787"
"死亡原因","character/R786","character/R391"
"履历","character/R786","character/R790"
"履历","character/R786","character/R789"
"履历","character/R786","character/R788"
"发布","character/R812","character/R814"
"相关","character/R812","character/R818"
"相关","character/R812","character/R817"
"相关","character/R812","character/R816"
"相关","character/R812","character/R815"
"相关","character/R812","character/R214"
"发表","character/R813","character/R812"
"发布","character/R819","character/R814"
"相关","character/R819","character/R815"
"相关","character/R819","character/R214"
"出版","character/R82","character/R47"
"发表","character/R820","character/R821"
"发表","character/R820","character/R819"
"发布","character/R821","character/R815"
"相关","character/R821","character/R825"
"相关","character/R821","character/R822"
"相关","character/R821","character/R827"
"相关","character/R821","character/R826"
"相关","character/R821","character/R824"
"相关","character/R821","character/R823"
"相关","character/R821","character/R214"
"出版","character/R83","character/R48"
"发表","character/R88","character/R51"
"发表","character/R88","character/R49"
"发表","character/R89","character/R50"
"发表","character/R90","character/R52"
"发表","character/R91","character/R54"
"发表","character/R91","character/R53"
"发表","character/R92","character/R139"
"发表","character/R93","character/R140"
"发表","character/R94","character/R801"
"发表","character/R95","character/R142"
"发表","character/R96","character/R143"
"之前发生","event/R0","event/R1"
"之前发生","event/R1","event/R2"
"之前发生","event/R2","event/R3"
"之前发生","event/R3","event/R4"
"之前发生","event/R4","event/R5"
"之前发生","event/R5","event/R6"
"之前发生","event/R6","event/R7"
"之前发生","event/R7","event/R8"
"之前发生","event/R8","event/R9"
"之前发生","event/R9","event/R10"
"之前发生","event/R10","event/R11"
"之前发生","event/R11","event/R12"
"之前发生","event/R12","event/R13"
"之前发生","event/R13","event/R14"
"之前发生","event/R14","event/R15"
"之前发生","event/R15","event/R16"
"之前发生","event/R16","event/R17"
"之前发生","event/R17","event/R18"
"之前发生","event/R18","event/R19"
"之前发生","event/R19","event/R20"
"之前发生","event/R20","event/R21"
"之前发生","event/R21","event/R22"
"之前发生","event/R22","event/R23"
"之前发生","event/R23","event/R24"
"之前发生","event/R24","event/R25"
"之前发生","event/R25","event/R26"
"之前发生","event/R26","event/R27"
"之前发生","event/R27","event/R28"
"之前发生","event/R28","event/R29"
"之前发生","event/R29","event/R30"
"之前发生","event/R30","event/R31"
"之前发生","event/R31","event/R32"
"之前发生","event/R32","event/R33"
"之前发生","event/R33","event/R34"
"之前发生","event/R34","event/R35"
"之前发生","event/R35","event/R36"
"之前发生","event/R36","event/R37"
"之前发生","event/R37","event/R38"
"之前发生","event/R38","event/R39"
"之前发生","event/R39","event/R40"
"之前发生","event/R40","event/R41"
"之前发生","event/R41","event/R42"
"之前发生","event/R42","event/R43"
"之前发生","event/R43","event/R44"
"之前发生","event/R44","event/R45"
"之前发生","event/R45","event/R46"
"之前发生","event/R46","event/R47"
"之前发生","event/R47","event/R48"
"之前发生","event/R48","event/R49"
"之前发生","event/R49","event/R50"
"之前发生","event/R50","event/R51"
"之前发生","event/R51","event/R52"
"之前发生","event/R52","event/R53"
"之前发生","event/R53","event/R54"
"之前发生","event/R54","event/R55"
"后续事件","event/R56","event/R55"
"后续事件","event/R57","event/R56"
"后续事件","event/R58","event/R57"
"后续事件","event/R59","event/R58"
"后续事件","event/R60","event/R59"
"后续事件","event/R61","event/R60"
"后续事件","event/R62","event/R61"
"后续事件","event/R63","event/R62"
"后续事件","event/R64","event/R63"
"后续事件","event/R65","event/R64"
"后续事件","event/R66","event/R65"
"后续事件","event/R67","event/R66"
"后续事件","event/R68","event/R67"
"后续事件","event/R69","event/R68"
"后续事件","event/R70","event/R69"
"后续事件","event/R71","event/R70"
"后续事件","event/R72","event/R71"
"后续事件","event/R73","event/R72"
"后续事件","event/R74","event/R73"
"后续事件","event/R75","event/R74"
"后续事件","event/R76","event/R75"
"后续事件","event/R77","event/R76"
"后续事件","event/R78","event/R77"
"后续事件","event/R79","event/R78"
"后续事件","event/R80","event/R79"
"后续事件","event/R81","event/R80"
"后续事件","event/R82","event/R81"
"后续事件","event/R83","event/R82"
"后续事件","event/R84","event/R83"
"后续事件","event/R85","event/R84"
"后续事件","event/R86","event/R85"
"后续事件","event/R87","event/R86"
"后续事件","event/R88","event/R87"
"后续事件","event/R89","event/R88"
"后续事件","event/R90","event/R89"
"后续事件","event/R91","event/R90"
"后续事件","event/R92","event/R91"
"后续事件","event/R93","event/R92"
"后续事件","event/R94","event/R93"
"后续事件","event/R95","event/R94"
"后续事件","event/R96","event/R95"
"后续事件","event/R97","event/R96"
"后续事件","event/R98","event/R97"
"后续事件","event/R99","event/R98"
"后续事件","event/R100","event/R99"
"后续事件","event/R101","event/R100"
"后续事件","event/R102","event/R101"
"后续事件","event/R103","event/R102"
"后续事件","event/R104","event/R103"
"后续事件","event/R105","event/R104"
"后续事件","event/R106","event/R105"
"后续事件","event/R107","event/R106"
"后续事件","event/R108","event/R107"
"后续事件","event/R109","event/R108"
"后续事件","event/R110","event/R109"
"后续事件","event/R111","event/R110"
"后续事件","event/R112","event/R111"
"后续事件","event/R113","event/R112"
"后续事件","event/R114","event/R113"
"后续事件","event/R115","event/R114"
"后续事件","event/R116","event/R115"
"后续事件","event/R117","event/R116"
"后续事件","event/R118","event/R117"
"后续事件","event/R119","event/R118"
"后续事件","event/R120","event/R119"
"后续事件","event/R121","event/R120"
"后续事件","event/R122","event/R121"
"后续事件","event/R123","event/R122"
"后续事件","event/R124","event/R123"
"后续事件","event/R125","event/R124"
"后续事件","event/R126","event/R125"
"后续事件","event/R127","event/R126"
"后续事件","event/R128","event/R127"
"后续事件","event/R129","event/R128"
"后续事件","event/R130","event/R129"
"后续事件","event/R131","event/R130"
"后续事件","event/R132","event/R131"
"后续事件","event/R133","event/R132"
"后续事件","event/R134","event/R133"
"后续事件","event/R135","event/R134"
"后续事件","event/R136","event/R135"
"后续事件","event/R137","event/R136"
"后续事件","event/R138","event/R137"
"后续事件","event/R139","event/R138"
"后续事件","event/R140","event/R139"
"后续事件","event/R141","event/R140"
"后续事件","event/R142","event/R141"
"后续事件","event/R143","event/R142"
"后续事件","event/R144","event/R143"
"后续事件","event/R145","event/R144"
"后续事件","event/R146","event/R145"
"后续事件","event/R147","event/R146"
"后续事件","event/R148","event/R147"
"后续事件","event/R149","event/R148"
"后续事件","event/R150","event/R149"
"后续事件","event/R151","event/R150"
"后续事件","event/R152","event/R151"
"后续事件","event/R153","event/R152"
"后续事件","event/R154","event/R153"
"后续事件","event/R155","event/R154"
"后续事件","event/R156","event/R155"
"后续事件","event/R157","event/R156"
"后续事件","event/R158","event/R157"
"后续事件","event/R159","event/R158"
"后续事件","event/R160","event/R159"
"后续事件","event/R161","event/R160"
"后续事件","event/R162","event/R161"
"后续事件","event/R163","event/R162"
"后续事件","event/R164","event/R163"
"后续事件","event/R165","event/R164"
"后续事件","event/R166","event/R165"
"后续事件","event/R167","event/R166"
"后续事件","event/R168","event/R167"
"后续事件","event/R169","event/R168"
"后续事件","event/R170","event/R169"
"后续事件","event/R171","event/R170"
"后续事件","event/R172","event/R171"
"后续事件","event/R173","event/R172"
"后续事件","event/R174","event/R173"
"后续事件","event/R175","event/R174"
"后续事件","event/R176","event/R175"
"后续事件","event/R177","event/R176"
"后续事件","event/R178","event/R177"
"后续事件","event/R179","event/R178"
"后续事件","event/R180","event/R179"
"后续事件","event/R181","event/R180"
"后续事件","event/R182","event/R181"
"后续事件","event/R183","event/R182"
"后续事件","event/R184","event/R183"
"后续事件","event/R185","event/R184"
"后续事件","event/R186","event/R185"
"后续事件","event/R187","event/R186"
"后续事件","event/R188","event/R187"
"后续事件","event/R189","event/R188"
"后续事件","event/R190","event/R189"
"后续事件","event/R191","event/R190"
"后续事件","event/R192","event/R191"
"后续事件","event/R193","event/R192"
"后续事件","event/R194","event/R193"
"组成","medical/R100","medical/R79"
"主治","medical/R100","medical/R58"
"忌同食","medical/R100","medical/R336"
"忌同食","medical/R100","medical/R337"
"功效","medical/R100","medical/R335"
"功效","medical/R100","medical/R334"
"功效","medical/R100","medical/R333"
"归经","medical/R100","medical/R332"
"归经","medical/R100","medical/R181"
"归经","medical/R100","medical/R180"
"用法","medical/R100","medical/R279"
"组成","medical/R102","medical/R119"
"组成","medical/R102","medical/R79"
"主治","medical/R102","medical/R61"
"主治","medical/R102","medical/R58"
"功效","medical/R102","medical/R331"
"功效","medical/R102","medical/R330"
"功效","medical/R102","medical/R328"
"功效","medical/R102","medical/R329"
"归经","medical/R102","medical/R181"
"归经","medical/R102","medical/R180"
"用法","medical/R102","medical/R279"
"组成","medical/R103","medical/R79"
"主治","medical/R103","medical/R58"
"忌同食","medical/R103","medical/R100"
"忌同食","medical/R103","medical/R325"
"忌同食","medical/R103","medical/R326"
"忌同食","medical/R103","medical/R327"
"功效","medical/R103","medical/R314"
"功效","medical/R103","medical/R315"
"功效","medical/R103","medical/R316"
"功效","medical/R103","medical/R317"
"功效","medical/R103","medical/R318"
"归经","medical/R103","medical/R324"
"归经","medical/R103","medical/R237"
"副作用","medical/R103","medical/R319"
"副作用","medical/R103","medical/R321"
"副作用","medical/R103","medical/R322"
"副作用","medical/R103","medical/R244"
"副作用","medical/R103","medical/R320"
"副作用","medical/R103","medical/R323"
"组成","medical/R104","medical/R79"
"主治","medical/R104","medical/R58"
"功效","medical/R104","medical/R311"
"功效","medical/R104","medical/R302"
"功效","medical/R104","medical/R312"
"归经","medical/R104","medical/R182"
"用法","medical/R104","medical/R313"
"组成","medical/R105","medical/R79"
"主治","medical/R105","medical/R58"
"忌同食","medical/R105","medical/R309"
"忌同食","medical/R105","medical/R310"
"功效","medical/R105","medical/R303"
"功效","medical/R105","medical/R305"
"功效","medical/R105","medical/R302"
"功效","medical/R105","medical/R304"
"归经","medical/R105","medical/R180"
"归经","medical/R105","medical/R181"
"归经","medical/R105","medical/R237"
"用法","medical/R105","medical/R306"
"用法","medical/R105","medical/R279"
"副作用","medical/R105","medical/R308"
"副作用","medical/R105","medical/R307"
"组成","medical/R106","medical/R79"
"组成","medical/R106","medical/R119"
"主治","medical/R106","medical/R61"
"主治","medical/R106","medical/R58"
"功效","medical/R106","medical/R333"
"功效","medical/R106","medical/R397"
"功效","medical/R106","medical/R399"
"功效","medical/R106","medical/R398"
"功效","medical/R106","medical/R270"
"归经","medical/R106","medical/R181"
"归经","medical/R106","medical/R332"
"用法","medical/R106","medical/R279"
"副作用","medical/R106","medical/R400"
"副作用","medical/R106","medical/R401"
"组成","medical/R111","medical/R119"
"主治","medical/R111","medical/R61"
"忌同食","medical/R111","medical/R309"
"忌同食","medical/R111","medical/R388"
"忌同食","medical/R111","medical/R389"
"功效","medical/R111","medical/R372"
"功效","medical/R111","medical/R386"
"功效","medical/R111","medical/R385"
"归经","medical/R111","medical/R237"
"归经","medical/R111","medical/R332"
"用法","medical/R111","medical/R279"
"副作用","medical/R111","medical/R387"
"组成","medical/R112","medical/R119"
"主治","medical/R112","medical/R61"
"功效","medical/R112","medical/R380"
"功效","medical/R112","medical/R379"
"功效","medical/R112","medical/R381"
"归经","medical/R112","medical/R181"
"归经","medical/R112","medical/R237"
"用法","medical/R112","medical/R279"
"副作用","medical/R112","medical/R382"
"副作用","medical/R112","medical/R384"
"副作用","medical/R112","medical/R383"
"组成","medical/R113","medical/R119"
"主治","medical/R113","medical/R61"
"忌同食","medical/R113","medical/R396"
"忌同食","medical/R113","medical/R395"
"忌同食","medical/R113","medical/R394"
"功效","medical/R113","medical/R391"
"功效","medical/R113","medical/R386"
"功效","medical/R113","medical/R390"
"归经","medical/R113","medical/R237"
"归经","medical/R113","medical/R181"
"归经","medical/R113","medical/R332"
"用法","medical/R113","medical/R279"
"副作用","medical/R113","medical/R392"
"副作用","medical/R113","medical/R393"
"组成","medical/R114","medical/R119"
"主治","medical/R114","medical/R61"
"功效","medical/R114","medical/R374"
"功效","medical/R114","medical/R375"
"功效","medical/R114","medical/R376"
"功效","medical/R114","medical/R377"
"功效","medical/R114","medical/R372"
"功效","medical/R114","medical/R373"
"归经","medical/R114","medical/R180"
"归经","medical/R114","medical/R219"
"归经","medical/R114","medical/R332"
"归经","medical/R114","medical/R181"
"用法","medical/R114","medical/R249"
"副作用","medical/R114","medical/R378"
"组成","medical/R115","medical/R119"
"主治","medical/R115","medical/R61"
"组成","medical/R116","medical/R119"
"主治","medical/R116","medical/R61"
"忌同食","medical/R116","medical/R111"
"功效","medical/R116","medical/R402"
"功效","medical/R116","medical/R403"
"功效","medical/R116","medical/R386"
"归经","medical/R116","medical/R219"
"归经","medical/R116","medical/R332"
"归经","medical/R116","medical/R238"
"用法","medical/R116","medical/R249"
"副作用","medical/R116","medical/R319"
"副作用","medical/R116","medical/R404"
"副作用","medical/R116","medical/R405"
"组成","medical/R117","medical/R119"
"主治","medical/R117","medical/R61"
"功效","medical/R117","medical/R408"
"功效","medical/R117","medical/R407"
"归经","medical/R117","medical/R324"
"归经","medical/R117","medical/R237"
"用法","medical/R117","medical/R313"
"副作用","medical/R117","medical/R410"
"副作用","medical/R117","medical/R411"
"副作用","medical/R117","medical/R409"
"组成","medical/R118","medical/R119"
"主治","medical/R118","medical/R61"
"忌同食","medical/R118","medical/R327"
"忌同食","medical/R118","medical/R100"
"忌同食","medical/R118","medical/R326"
"忌同食","medical/R118","medical/R325"
"功效","medical/R118","medical/R315"
"功效","medical/R118","medical/R331"
"功效","medical/R118","medical/R369"
"归经","medical/R118","medical/R237"
"归经","medical/R118","medical/R324"
"副作用","medical/R118","medical/R370"
"副作用","medical/R118","medical/R371"
"指标","medical/R120","medical/R145"
"组成","medical/R130","medical/R128"
"主治","medical/R130","medical/R59"
"忌同食","medical/R130","medical/R239"
"忌同食","medical/R130","medical/R240"
"功效","medical/R130","medical/R228"
"功效","medical/R130","medical/R229"
"功效","medical/R130","medical/R226"
"功效","medical/R130","medical/R227"
"功效","medical/R130","medical/R225"
"归经","medical/R130","medical/R182"
"归经","medical/R130","medical/R180"
"归经","medical/R130","medical/R238"
"归经","medical/R130","medical/R237"
"用法","medical/R130","medical/R224"
"用法","medical/R130","medical/R223"
"副作用","medical/R130","medical/R250"
"组成","medical/R131","medical/R128"
"主治","medical/R131","medical/R59"
"忌同食","medical/R131","medical/R361"
"忌同食","medical/R131","medical/R364"
"忌同食","medical/R131","medical/R327"
"忌同食","medical/R131","medical/R367"
"忌同食","medical/R131","medical/R113"
"忌同食","medical/R131","medical/R362"
"忌同食","medical/R131","medical/R360"
"忌同食","medical/R131","medical/R368"
"忌同食","medical/R131","medical/R365"
"忌同食","medical/R131","medical/R363"
"忌同食","medical/R131","medical/R359"
"忌同食","medical/R131","medical/R366"
"功效","medical/R131","medical/R358"
"功效","medical/R131","medical/R356"
"功效","medical/R131","medical/R357"
"归经","medical/R131","medical/R182"
"归经","medical/R131","medical/R180"
"归经","medical/R131","medical/R238"
"用法","medical/R131","medical/R279"
"组成","medical/R132","medical/R128"
"主治","medical/R132","medical/R59"
"忌同食","medical/R132","medical/R355"
"忌同食","medical/R132","medical/R354"
"忌同食","medical/R132","medical/R353"
"功效","medical/R132","medical/R351"
"功效","medical/R132","medical/R350"
"归经","medical/R132","medical/R219"
"归经","medical/R132","medical/R182"
"用法","medical/R132","medical/R313"
"用法","medical/R132","medical/R346"
"副作用","medical/R132","medical/R352"
"组成","medical/R139","medical/R129"
"主治","medical/R139","medical/R60"
"忌同食","medical/R139","medical/R347"
"功效","medical/R139","medical/R339"
"归经","medical/R139","medical/R180"
"归经","medical/R139","medical/R237"
"归经","medical/R139","medical/R181"
"副作用","medical/R139","medical/R349"
"副作用","medical/R139","medical/R348"
"组成","medical/R140","medical/R129"
"主治","medical/R140","medical/R60"
"忌同食","medical/R140","medical/R239"
"功效","medical/R140","medical/R342"
"功效","medical/R140","medical/R343"
"归经","medical/R140","medical/R180"
"归经","medical/R140","medical/R237"
"用法","medical/R140","medical/R313"
"用法","medical/R140","medical/R345"
"用法","medical/R140","medical/R346"
"组成","medical/R141","medical/R129"
"主治","medical/R141","medical/R60"
"功效","medical/R141","medical/R340"
"归经","medical/R141","medical/R237"
"归经","medical/R141","medical/R180"
"副作用","medical/R141","medical/R250"
"组成","medical/R142","medical/R129"
"主治","medical/R142","medical/R60"
"忌同食","medical/R142","medical/R294"
"忌同食","medical/R142","medical/R295"
"忌同食","medical/R142","medical/R293"
"忌同食","medical/R142","medical/R296"
"忌同食","medical/R142","medical/R292"
"功效","medical/R142","medical/R298"
"功效","medical/R142","medical/R299"
"功效","medical/R142","medical/R297"
"归经","medical/R142","medical/R237"
"归经","medical/R142","medical/R182"
"归经","medical/R142","medical/R180"
"归经","medical/R142","medical/R238"
"用法","medical/R142","medical/R279"
"副作用","medical/R142","medical/R301"
"副作用","medical/R142","medical/R300"
"组成","medical/R143","medical/R129"
"主治","medical/R143","medical/R60"
"功效","medical/R143","medical/R290"
"功效","medical/R143","medical/R291"
"功效","medical/R143","medical/R289"
"功效","medical/R143","medical/R288"
"归经","medical/R143","medical/R181"
"归经","medical/R143","medical/R180"
"归经","medical/R143","medical/R237"
"用法","medical/R143","medical/R279"
"组成","medical/R144","medical/R129"
"主治","medical/R144","medical/R60"
"功效","medical/R144","medical/R277"
"功效","medical/R144","medical/R278"
"功效","medical/R144","medical/R276"
"归经","medical/R144","medical/R182"
"归经","medical/R144","medical/R181"
"归经","medical/R144","medical/R180"
"用法","medical/R144","medical/R279"
"副作用","medical/R144","medical/R285"
"副作用","medical/R144","medical/R281"
"副作用","medical/R144","medical/R282"
"副作用","medical/R144","medical/R287"
"副作用","medical/R144","medical/R284"
"副作用","medical/R144","medical/R280"
"副作用","medical/R144","medical/R286"
"副作用","medical/R144","medical/R283"
"测量设备","medical/R145","medical/R412"
"测量设备","medical/R147","medical/R253"
"检查项","medical/R147","medical/R254"
"治疗药物","medical/R151","medical/R160"
"治疗药物","medical/R151","medical/R159"
"治疗药物","medical/R151","medical/R158"
"治疗药物","medical/R151","medical/R157"
"治疗药物","medical/R151","medical/R156"
"治疗设备","medical/R153","medical/R155"
"治疗设备","medical/R153","medical/R154"
"忌同食","medical/R158","medical/R258"
"忌同食","medical/R158","medical/R259"
"用法","medical/R158","medical/R257"
"副作用","medical/R158","medical/R164"
"副作用","medical/R158","medical/R161"
"副作用","medical/R158","medical/R162"
"副作用","medical/R158","medical/R163"
"忌同食","medical/R159","medical/R260"
"忌同食","medical/R159","medical/R261"
"忌同食","medical/R159","medical/R262"
"用法","medical/R159","medical/R249"
"副作用","medical/R159","medical/R163"
"副作用","medical/R159","medical/R164"
"副作用","medical/R159","medical/R161"
"副作用","medical/R159","medical/R162"
"忌同食","medical/R160","medical/R256"
"用法","medical/R160","medical/R249"
"副作用","medical/R160","medical/R243"
"副作用","medical/R160","medical/R242"
"副作用","medical/R160","medical/R245"
"副作用","medical/R160","medical/R244"
"主要传播途径","medical/R170","medical/R183"
"主要传播途径","medical/R170","medical/R184"
"易感染人群","medical/R170","medical/R185"
"传染源","medical/R170","medical/R190"
"传染源","medical/R170","medical/R191"
"属于","medical/R170","medical/R186"
"引发","medical/R170","medical/R187"
"疑似传播途径","medical/R170","medical/R241"
"首次爆发疫区","medical/R187","medical/R188"
"病例","medical/R187","medical/R44"
"病例","medical/R187","medical/R45"
"防护手段","medical/R187","medical/R204"
"防护手段","medical/R187","medical/R206"
"防护手段","medical/R187","medical/R208"
"防护手段","medical/R187","medical/R205"
"防护手段","medical/R187","medical/R210"
"防护手段","medical/R187","medical/R207"
"防护手段","medical/R187","medical/R212"
"防护手段","medical/R187","medical/R209"
"防护手段","medical/R187","medical/R211"
"症状","medical/R187","medical/R200"
"症状","medical/R187","medical/R196"
"症状","medical/R187","medical/R81"
"症状","medical/R187","medical/R198"
"症状","medical/R187","medical/R169"
"症状","medical/R187","medical/R195"
"症状","medical/R187","medical/R197"
"症状","medical/R187","medical/R120"
"症状","medical/R187","medical/R201"
"症状","medical/R187","medical/R467"
"症状","medical/R187","medical/R199"
"症状","medical/R187","medical/R194"
"所属科目","medical/R187","medical/R189"
"感染","medical/R187","medical/R213"
"损伤部位","medical/R187","medical/R213"
"伴随症状","medical/R200","medical/R252"
"伴随症状","medical/R200","medical/R169"
"伴随症状","medical/R200","medical/R251"
"防护工具","medical/R205","medical/R460"
"适用人群","medical/R205","medical/R185"
"防护工具","medical/R207","medical/R462"
"防护工具","medical/R207","medical/R461"
"适用人群","medical/R207","medical/R185"
"防护工具","medical/R212","medical/R460"
"防护工具","medical/R212","medical/R463"
"适用人群","medical/R212","medical/R185"
"功效类别","medical/R225","medical/R424"
"功效类别","medical/R227","medical/R424"
"功效类别","medical/R228","medical/R424"
"功效类别","medical/R229","medical/R424"
"忌同食","medical/R239","medical/R265"
"忌同食","medical/R239","medical/R267"
"忌同食","medical/R239","medical/R264"
"忌同食","medical/R239","medical/R268"
"忌同食","medical/R239","medical/R263"
"忌同食","medical/R239","medical/R266"
"忌同食","medical/R239","medical/R130"
"功效","medical/R239","medical/R269"
"功效","medical/R239","medical/R270"
"归经","medical/R239","medical/R237"
"归经","medical/R239","medical/R219"
"归经","medical/R239","medical/R181"
"用法","medical/R239","medical/R272"
"用法","medical/R239","medical/R271"
"副作用","medical/R239","medical/R274"
"副作用","medical/R239","medical/R273"
"副作用","medical/R239","medical/R275"
"检查方式","medical/R254","medical/R255"
"所属科目","medical/R254","medical/R189"
"功效类别","medical/R276","medical/R424"
"功效类别","medical/R277","medical/R425"
"功效类别","medical/R278","medical/R425"
"功效类别","medical/R288","medical/R425"
"功效类别","medical/R297","medical/R426"
"功效类别","medical/R298","medical/R426"
"功效类别","medical/R299","medical/R427"
"功效类别","medical/R302","medical/R428"
"功效类别","medical/R303","medical/R425"
"功效类别","medical/R304","medical/R429"
"功效类别","medical/R305","medical/R428"
"功效类别","medical/R311","medical/R428"
"功效类别","medical/R312","medical/R428"
"功效类别","medical/R314","medical/R428"
"功效类别","medical/R315","medical/R428"
"功效类别","medical/R329","medical/R430"
"功效类别","medical/R330","medical/R431"
"功效类别","medical/R331","medical/R432"
"功效类别","medical/R338","medical/R424"
"功效类别","medical/R339","medical/R433"
"功效类别","medical/R340","medical/R424"
"功效类别","medical/R342","medical/R424"
"功效类别","medical/R343","medical/R436"
"功效类别","medical/R350","medical/R434"
"功效类别","medical/R351","medical/R435"
"功效类别","medical/R356","medical/R437"
"功效类别","medical/R357","medical/R437"
"功效类别","medical/R358","medical/R437"
"功效类别","medical/R369","medical/R428"
"功效类别","medical/R373","medical/R438"
"功效类别","medical/R374","medical/R439"
"功效类别","medical/R375","medical/R440"
"功效类别","medical/R385","medical/R441"
"功效类别","medical/R397","medical/R433"
"功效类别","medical/R398","medical/R442"
"功效类别","medical/R399","medical/R442"
"功效类别","medical/R402","medical/R441"
"测量设备","medical/R414","medical/R420"
"检查项","medical/R414","medical/R456"
"测量设备","medical/R415","medical/R420"
"检查项","medical/R415","medical/R456"
"测量设备","medical/R416","medical/R420"
"检查项","medical/R416","medical/R456"
"测量设备","medical/R417","medical/R421"
"测量设备","medical/R418","medical/R422"
"测量设备","medical/R419","medical/R423"
"诊断标准","medical/R44","medical/R64"
"诊断标准","medical/R44","medical/R63"
"诊断标准","medical/R44","medical/R62"
"诊断标准","medical/R44","medical/R65"
"判断依据","medical/R44","medical/R69"
"判断依据","medical/R44","medical/R66"
"判断依据","medical/R44","medical/R67"
"判断依据","medical/R44","medical/R68"
"测量设备","medical/R443","medical/R451"
"检查项","medical/R443","medical/R452"
"测量设备","medical/R444","medical/R451"
"检查项","medical/R444","medical/R452"
"检查项","medical/R447","medical/R453"
"检查项","medical/R448","medical/R453"
"检查项","medical/R449","medical/R455"
"检查项","medical/R449","medical/R454"
"诊断标准","medical/R45","medical/R71"
"诊断标准","medical/R45","medical/R70"
"判断依据","medical/R45","medical/R76"
"判断依据","medical/R45","medical/R75"
"判断依据","medical/R45","medical/R74"
"判断依据","medical/R45","medical/R73"
"判断依据","medical/R45","medical/R77"
"判断依据","medical/R45","medical/R78"
"判断依据","medical/R45","medical/R72"
"临床分型","medical/R45","medical/R46"
"临床分型","medical/R45","medical/R49"
"临床分型","medical/R45","medical/R48"
"临床分型","medical/R45","medical/R47"
"证型","medical/R45","medical/R470"
"证型","medical/R45","medical/R59"
"证型","medical/R45","medical/R60"
"证型","medical/R45","medical/R472"
"证型","medical/R45","medical/R58"
"证型","medical/R45","medical/R474"
"证型","medical/R45","medical/R471"
"证型","medical/R45","medical/R473"
"证型","medical/R45","medical/R61"
"检查项","medical/R450","medical/R452"
"检查方式","medical/R452","medical/R457"
"所属科目","medical/R452","medical/R458"
"检查方式","medical/R453","medical/R459"
"所属科目","medical/R453","medical/R458"
