报道时间,国家,地区,城市,新增确诊,新增出院,新增死亡,消息来源
2月14日,中国,安徽,阜阳市,0,5,0,央视新闻
2月14日,阿联酋,阿联酋,NA,0,2,0,央视新闻
2月14日,中国,浙江,宁波市,0,11,0,宁波晚报
2月14日,中国,河南,鹤壁市,0,1,0,鹤壁市卫健委
2月14日,中国,河南,信阳市,0,0,1,信阳日报
2月14日,中国,广东,江门市,0,1,0,江门发布
2月14日,中国,广东,佛山市,0,4,0,佛山发布
2月14日,中国,广东,深圳市,0,10,0,深圳发布
2月13日,中国,辽宁,丹东市,0,2,0,辽宁日报
2月14日,中国,河南,驻马店市,0,5,0,驻马店日报
2月13日,中国,甘肃,临夏州,0,1,0,甘肃省新型冠状病毒肺炎疫情动态
2月13日,中国,甘肃,庆阳市,0,1,0,甘肃省新型冠状病毒肺炎疫情动态
2月13日,中国,甘肃,定西市,0,2,0,潇湘晨报
2月13日,中国,甘肃,平凉市,0,1,0,甘肃省新型冠状病毒肺炎疫情动态
2月13日,中国,甘肃,兰州市,0,3,0,甘肃省新型冠状病毒肺炎疫情动态
2月13日,中国,甘肃,张掖市,0,1,0,张掖日报
2月14日,中国,甘肃,甘南州,0,1,0,甘南发布
2月12日,中国,甘肃,甘南州,0,1,0,甘南政府
2月14日,中国,甘肃,陇南市,0,3,0,甘肃发布
2月14日,中国,甘肃,天水市,0,3,0,甘肃发布
2月14日,中国,宁夏,银川市,0,3,0,宁夏广电新闻中心
2月14日,新加坡,新加坡,NA,9,0,0,央视新闻
2月14日,中国,云南,西双版纳州,0,1,0,央视新闻
2月14日,中国,四川,广元市,0,1,0,广元日报
2月14日,中国,四川,凉山州,0,1,0,微凉山
2月14日,中国,四川,广安市,0,1,0,广安播报
2月14日,中国,山东,德州市,0,1,0,大众德州网
2月14日,中国,山东,滨州市,0,2,0,滨州发布
2月14日,中国,山东,烟台市,0,2,0,烟台发布
2月14日,中国,山东,青岛市,0,2,0,青岛晚报
2月14日,中国,山东,临沂市,0,8,0,临沂发布
2月14日,中国,江苏,徐州市,0,3,0,徐州发布
2月14日,中国,江苏,南京市,0,1,0,南京发布
2月14日,中国,安徽,亳州市,0,3,0,亳州发布
2月14日,中国,湖南,衡阳市,0,1,0,红网
2月14日,中国,浙江,嘉兴市,0,2,0,浙江交通之声
2月14日,中国,浙江,丽水市,0,1,0,丽水在线
2月14日,中国,浙江,温州市,0,19,0,浙江之声
2月14日,中国,河南,三门峡市,0,1,0,河南三门峡网
2月14日,中国,河南,平顶山市,0,1,0,平顶山晚报
2月13日,中国,河南,平顶山市,0,2,0,平顶山日报
2月14日,中国,广东,清远市,0,2,0,清远发布
2月14日,中国,广东,惠州市,0,4,0,惠州发布
2月14日,中国,海南,海口市,0,6,0,海口直播12345
2月14日,中国,黑龙江,佳木斯市,0,2,0,中国新闻社黑龙江分社
2月14日,中国,黑龙江,绥化市,0,4,0,中国新闻社黑龙江分社
2月14日,中国,黑龙江,哈尔滨市,0,3,0,龙视新闻联播
2月14日,中国,湖北,武汉市,0,0,0,央视
2月14日,中国,湖北,武汉市,0,0,0,澎湃
2月14日,中国,四川,宜宾市,0,3,0,宜宾市二医院
2月14日,中国,四川,内江市,0,2,0,内江市卫生健康委
2月14日,中国,四川,南充市,0,1,0,顺庆播报
2月14日,中国,河北,保定市,0,6,0,央视
2月14日,中国,云南,大理州,0,2,0,央视
2月14日,中国,香港,,3,0,0,中华时报总部
2月14日,中国,重庆,云阳县,0,1,0,央视
2月14日,中国,重庆,綦江区,1,0,0,央视
2月14日,中国,重庆,江北区,1,0,0,央视
2月14日,中国,重庆,万州区,1,0,1,央视
2月14日,中国,辽宁,锦州市,0,5,0,央视
2月14日,中国,江苏,连云港市,0,4,0,连云港市广播电视台
2月14日,中国,江苏,淮安市,0,0,0,淮安城事生活
2月14日,中国,安徽,池州市,0,1,0,安庆新闻网微博
2月14日,中国,安徽,芜湖市,0,3,0,安庆新闻网微博
2月14日,中国,安徽,马鞍山市,0,1,0,安庆新闻网微博
2月14日,中国,安徽,六安市,0,5,0,安庆新闻网微博
2月14日,中国,安徽,安庆市,0,3,0,安庆新闻网微博
2月14日,中国,安徽,合肥市,0,3,0,央视新闻
2月14日,中国,山东,淄博市,2,0,0,青岛经济广播FM1093
2月14日,中国,山东,青岛市,2,0,0,青岛经济广播FM1093
2月14日,中国,山东,菏泽市,0,2,0,菏泽发布
2月14日,中国,山东,淄博市,0,3,0,鲁中晨报
2月14日,中国,山东,济宁市,0,1,0,济宁发布
2月14日,中国,山东,临沂市,0,4,0,大众网临沂
2月14日,中国,重庆,云阳县,0,0,0,中新网
2月14日,中国,重庆,石柱县,0,2,0,中新网
