报道时间,国家,地区,城市,新增确诊,新增出院,新增死亡,消息来源
2月25日,中国,湖北,黄石市,0,12,0,江苏新闻广播
2月25日,中国,湖北,黄石市,0,11,0,黄石广播电视台
2月25日,中国,四川,资阳市,1,0,0,四川卫健委
2月25日,中国,四川,达州市,1,0,0,四川卫健委
2月25日,中国,宁夏,吴忠市,0,2,0,宁夏新闻网
2月25日,中国,宁夏,银川市,0,1,0,银川晚报
2月25日,伊朗,伊朗,,3,0,2,央视新闻
2月25日,泰国,泰国,,2,0,0,央视新闻
2月25日,中国,天津,滨海新区,0,1,0,天津卫健委
2月25日,中国,海南,海口市,0,6,0,海口网
2月25日,中国,云南,红河州,0,1,0,云南卫健委
2月25日,中国,云南,保山市,0,2,0,保山新闻网
2月25日,中国,云南,曲靖市,0,1,0,掌上曲靖
2月25日,中国,云南,昭通市,0,1,0,昭通日报
2月25日,中国,山东,威海市,0,2,0,山东卫健委
2月25日,中国,山东,潍坊市,0,2,0,山东卫健委
2月25日,中国,山东,枣庄市,0,1,0,山东卫健委
2月25日,中国,山东,济宁市,1,1,0,山东卫健委
2月25日,中国,陕西,杨凌示范区,0,1,0,杨凌融媒体中心
2月25日,中国,陕西,安康市,0,3,0,安康交通广播
2月25日,中国,陕西,西安市,0,2,0,华商报
2月25日,中国,广西,贺州市,0,2,0,贺州日报
2月25日,中国,福建,南平市,0,2,0,闽北日报
2月25日,中国,黑龙江,绥化市,0,6,0,绥化日报
2月25日,中国,黑龙江,双鸭山市,0,3,0,双鸭山发布
2月25日,中国,四川,乐山市,0,1,0,乐山发布
2月25日,中国,四川,雅安市,0,1,0,雅安看点
2月25日,中国,四川,自贡市,0,1,0,自贡网
2月25日,中国,四川,宜宾市,0,2,0,宜宾新闻网
2月25日,中国,四川,内江市,0,2,0,内江政经事儿
2月25日,中国,四川,泸州市,0,4,0,泸州新闻网
2月25日,中国,四川,达州市,0,2,0,达州日报
2月25日,中国,四川,甘孜州,0,6,0,微甘孜
2月25日,中国,四川,成都市,0,1,0,成都卫健委
2月25日,中国,安徽,芜湖市,0,1,0,芜湖新闻网
2月25日,中国,安徽,马鞍山市,0,1,0,马鞍山发布
2月25日,中国,安徽,铜陵市,0,4,0,铜陵发布
2月25日,中国,安徽,淮北市,0,3,0,淮北发布
2月25日,中国,安徽,亳州市,0,6,0,亳州发布
2月25日,中国,安徽,阜阳市,0,5,0,阜阳发布
2月25日,中国,上海,长宁区,0,1,0,上海卫健委
2月25日,中国,上海,虹口区,0,1,0,上海卫健委
2月25日,中国,上海,金山区,0,1,0,上海卫健委
2月25日,中国,上海,浦东新区,0,1,0,上海卫健委
2月25日,中国,上海,外地来沪,0,3,0,上海卫健委
2月25日,中国,上海,青浦区,1,0,0,上海卫健委
2月25日,中国,湖南,益阳市,0,1,0,益阳发布
2月25日,中国,湖南,常德市,0,4,0,常德日报
2月25日,中国,河南,驻马店市,0,3,0,驻马店日报
2月25日,中国,河南,濮阳市,0,3,0,濮阳头条
2月23日,中国,河南,焦作市,0,2,0,焦作发布
2月24日,中国,河南,焦作市,0,7,0,焦作发布
2月25日,中国,河南,焦作市,0,2,0,焦作发布
2月25日,中国,河南,许昌市,0,6,0,许昌头条
2月25日,中国,河南,安阳市,0,4,0,安阳新闻网
2月25日,中国,河南,平顶山市,0,1,0,平顶山微报
2月25日,中国,河南,周口市,0,4,0,周口日报
2月25日,中国,河南,南阳市,0,5,0,南阳卫健委
2月25日,中国,河南,郑州市,0,20,0,郑州发布
2月25日,中国,河南,信阳市,0,18,0,信阳卫健委
2月25日,越南,越南,,0,7,0,央视新闻
2月25日,中国,广东,清远市,0,2,0,羊城晚报
2月25日,中国,广东,江门市,0,1,0,江门广播电视台
2月25日,中国,广东,惠州市,0,3,0,今日惠州网
2月25日,中国,广东,中山市,0,2,0,中山发布
2月25日,中国,广东,东莞市,0,4,0,东莞阳光网
2月25日,中国,广东,珠海市,0,2,0,珠海发布
2月25日,中国,广东,广州市,0,6,0,广州发布
2月25日,中国,广东,深圳市,0,12,0,晶报
2月25日,中国,甘肃,甘南州,0,2,0,甘肃卫健委
2月25日,中国,福建,龙岩市,0,1,0,龙岩市卫健委
2月25日,中国,福建,厦门市,0,4,0,厦门市卫健委
2月24日,中国,福建,福州市,0,3,0,福州市卫健委
2月25日,中国,福建,莆田市,0,6,0,莆田市卫健委
2月25日,钻石公主号,钻石公主号,,0,0,1,央视
2月25日,中国,福建,三明市,0,3,0,三明日报
2月25日,中国,北京,地市明细不详,0,17,0,北京卫健委
2月25日,中国,北京,外地来京,-1,0,0,北京卫健委
2月25日,中国,北京,朝阳区,1,0,0,北京卫健委
2月25日,中国,北京,东城区,1,0,0,北京卫健委
2月25日,中国,广东,地市明细不详,0,0,0,广东卫健委
2月25日,中国,广东,东莞市,1,0,0,广东卫健委
2月25日,中国,广东,广州市,1,0,1,广东卫健委
2月25日,中国,贵州,黔东南州,0,1,0,贵州卫健委
2月25日,中国,江西,吉安市,0,-1,0,江西卫健委
2月25日,中国,江西,南昌市,0,1,0,江西卫健委
2月25日,中国,江西,抚州市,0,1,0,江西卫健委
2月25日,中国,江西,上饶市,0,7,0,江西卫健委
2月25日,中国,江西,宜春市,0,8,0,江西卫健委
2月25日,中国,江西,赣州市,0,4,0,江西卫健委
2月25日,中国,江西,鹰潭市,0,4,0,江西卫健委
2月25日,中国,江西,新余市,0,6,0,江西卫健委
2月25日,中国,江西,九江市,0,5,0,江西卫健委
2月25日,中国,江西,南昌市,0,2,0,江西卫健委
2月25日,中国,江苏,宿迁市,0,2,0,央视
2月25日,中国,江苏,泰州市,0,2,0,央视
2月25日,中国,江苏,淮安市,0,7,0,央视
2月25日,中国,江苏,连云港市,0,1,0,央视
2月25日,中国,江苏,南通市,0,1,0,央视
2月25日,中国,江苏,苏州市,0,7,0,央视
2月25日,中国,江苏,徐州市,0,1,0,央视
2月25日,中国,湖南,娄底市,0,1,0,央视
2月25日,中国,湖南,怀化市,0,1,0,央视
2月25日,中国,湖南,永州市,0,4,0,央视
2月25日,中国,湖南,益阳市,0,3,0,央视
2月25日,中国,湖南,常德市,0,1,0,央视
2月25日,中国,湖南,岳阳市,0,7,0,央视
2月25日,中国,湖南,湘潭市,0,1,0,央视
2月25日,中国,湖南,株洲市,0,2,0,央视
2月25日,中国,湖南,衡阳市,0,1,0,央视
2月25日,中国,湖南,长沙市,0,9,0,央视
2月25日,中国,陕西,地市明细不详,0,0,0,央视
2月25日,中国,陕西,汉中市,0,3,0,汉中发布
2月25日,中国,辽宁,盘锦市,0,2,0,央视
2月25日,中国,辽宁,铁岭市,0,2,0,央视
2月25日,中国,辽宁,阜新市,0,2,0,央视
2月25日,中国,辽宁,沈阳市,0,2,0,央视
2月25日,中国,广西,河池市,0,1,0,央视
2月25日,中国,广西,贵港市,0,1,0,央视
2月25日,中国,广西,防城港市,0,2,0,央视
2月25日,中国,广西,北海市,0,7,0,央视
2月25日,中国,广西,桂林市,0,6,0,央视
2月25日,中国,广西,河池市,1,0,0,央视
2月25日,中国,吉林,延边州,0,1,0,央视
2月25日,中国,吉林,长春市,0,5,0,央视
2月25日,中国,黑龙江,大庆市,0,3,0,央视
2月25日,中国,黑龙江,齐齐哈尔市,0,2,0,央视
2月25日,中国,黑龙江,鸡西市,0,2,0,央视
2月25日,中国,黑龙江,牡丹江市,0,1,0,央视
2月25日,中国,河北,邯郸市,0,1,0,央视
2月25日,中国,河北,廊坊市,0,1,0,央视
2月25日,中国,河北,石家庄市,0,1,0,央视
2月25日,中国,河北,沧州市,0,3,0,央视
2月25日,中国,河北,保定市,0,3,0,央视
2月25日,中国,河北,张家口市,0,4,0,央视
2月25日,中国,河北,唐山市,0,7,0,央视
2月25日,中国,山西,临汾市,0,1,0,央视
2月25日,中国,山西,朔州市,0,1,0,央视
2月25日,中国,山西,长治市,0,2,0,央视
2月25日,中国,山西,太原市,0,2,0,央视
2月25日,中国,山西,晋中市,1,0,0,央视
2月25日,中国,重庆,高新区,0,1,0,央视
2月25日,中国,重庆,巫溪县,0,1,0,央视
2月25日,中国,重庆,巫山县,0,1,0,央视
2月25日,中国,重庆,奉节县,0,1,0,央视
2月25日,中国,重庆,开州区,0,2,0,央视
2月25日,中国,重庆,綦江区,0,1,0,央视
2月25日,中国,重庆,合川区,0,1,0,央视
2月25日,中国,重庆,万州区,0,6,0,央视
2月25日,中国,重庆,九龙坡区,1,0,0,央视
2月24日,中国,四川,南充市,1,0,0,四川卫健委
2月25日,中国,上海,地市明细不详,0,0,0,上海发布
2月25日,中国,天津,滨海新区,0,0,0,天津卫健委
2月25日,中国,天津,河东区,0,1,0,天津卫健委
2月25日,中国,天津,宝坻区,0,4,0,天津卫健委
2月25日,韩国,韩国,NA,60,0,0,央视
2月25日,中国,浙江,嘉兴市,0,3,0,央视
2月25日,中国,浙江,温州市,0,14,0,央视
2月25日,中国,浙江,宁波市,0,7,0,央视
2月25日,中国,浙江,杭州市,0,4,0,央视
2月25日,中国,湖北,恩施州,0,5,0,央视
2月25日,中国,湖北,潜江市,0,9,0,央视
2月25日,中国,湖北,十堰市,0,22,0,央视
2月25日,中国,湖北,天门市,0,24,0,央视
2月25日,中国,湖北,宜昌市,0,24,0,央视
2月25日,中国,湖北,鄂州市,0,31,0,央视
2月25日,中国,湖北,荆州市,0,42,0,央视
2月25日,中国,湖北,荆门市,0,43,0,央视
2月25日,中国,湖北,黄石市,0,44,0,央视
2月25日,中国,湖北,仙桃市,0,48,0,央视
2月25日,中国,湖北,随州市,0,50,0,央视
2月25日,中国,湖北,咸宁市,0,59,0,央视
2月25日,中国,湖北,襄阳市,0,72,0,央视
2月25日,中国,湖北,黄冈市,0,101,0,央视
2月25日,中国,湖北,孝感市,0,151,0,央视
2月25日,中国,湖北,武汉市,0,1391,0,央视
2月25日,中国,湖北,鄂州市,0,0,1,央视
2月25日,中国,湖北,襄阳市,0,0,1,央视
2月25日,中国,湖北,十堰市,0,0,1,央视
2月25日,中国,湖北,黄石市,0,0,1,央视
2月25日,中国,湖北,孝感市,0,0,2,央视
2月25日,中国,湖北,随州市,0,0,3,央视
2月25日,中国,湖北,黄冈市,0,0,3,央视
2月25日,中国,湖北,武汉市,0,0,56,央视
2月25日,中国,湖北,潜江市,1,0,0,央视
2月25日,中国,湖北,天门市,1,0,0,央视
2月25日,中国,湖北,襄阳市,1,0,0,央视
2月25日,中国,湖北,仙桃市,2,0,0,央视
2月25日,中国,湖北,随州市,2,0,0,央视
2月25日,中国,湖北,鄂州市,2,0,0,央视
2月25日,中国,湖北,荆州市,2,0,0,央视
2月25日,中国,湖北,宜昌市,2,0,0,央视
2月25日,中国,湖北,十堰市,2,0,0,央视
2月25日,中国,湖北,黄石市,3,0,0,央视
2月25日,中国,湖北,孝感市,17,0,0,央视
2月25日,中国,湖北,武汉市,464,0,0,央视
2月25日,中国,福建,泉州市,1,0,0,央视
2月25日,中国,海南,陵水县,0,1,0,海南卫健委
2月25日,中国,海南,万宁市,0,2,0,央视
2月25日,中国,海南,三亚市,0,5,0,央视
2月25日,中国,河南,驻马店市,0,0,0,驻马店日报
2月25日,中国,河南,信阳市,0,11,0,信阳卫健委
2月25日,中国,山东,泰安市,0,0,1,央视
2月25日,中国,山东,聊城市,0,1,0,央视
2月25日,中国,山东,烟台市,0,1,0,央视
2月25日,中国,内蒙古,乌海市,0,1,0,央视
2月25日,中国,内蒙古,包头市,0,1,0,央视
2月25日,美国,美国,NA,19,0,0,央视
2月25日,意大利,意大利,NA,0,0,1,央视
2月25日,法国,法国,NA,0,7,0,央视
2月25日,意大利,意大利,NA,10,0,0,央视
2月25日,加拿大,加拿大,NA,1,0,0,央视
2月24日,阿曼,阿曼,NA,2,0,0,央视
2月25日,意大利,意大利,NA,4,0,2,央视
2月25日,巴林,巴林,NA,1,0,0,央视
2月25日,科威特,科威特,NA,2,0,0,央视
2月25日,西班牙,西班牙,NA,1,2,0,央视
2月24日,中国,陕西,咸阳市,0,1,0,咸阳政法
2月24日,中国,甘肃,兰州市,0,2,0,甘肃卫健委
2月24日,韩国,韩国,NA,0,0,1,封面新闻
2月24日,新加坡,新加坡,NA,1,4,0,央视
2月24日,中国,新疆,新疆生产建设兵团,0,2,0,央视
2月24日,中国,河南,洛阳市,0,2,0,央视
2月24日,中国,河南,商丘市,0,6,0,央视
2月24日,以色列,以色列,NA,1,0,0,央视
2月24日,科威特,科威特,NA,3,0,0,央视
2月24日,中国,天津,地市明细不详,0,0,0,央视
2月24日,巴林,巴林,NA,1,0,0,央视
2月24日,中国,江苏,南京市,0,5,0,央视
2月24日,伊拉克,伊拉克,NA,1,0,0,央视
2月24日,中国,陕西,西安市,0,7,0,央视
2月24日,中国,内蒙古,鄂尔多斯市,0,2,0,央视
2月24日,伊朗,伊朗,NA,14,0,0,环球网
2月24日,中国,香港,NA,5,7,0,央视
2月24日,台湾,台湾,NA,2,0,0,环球网
2月24日,中国,山东,济宁市,0,3,0,健康山东
2月24日,中国,山东,菏泽市,0,1,0,健康山东
2月24日,中国,山东,枣庄市,0,1,0,健康山东
2月24日,中国,山东,泰安市,0,1,0,健康山东
2月24日,中国,山东,德州市,0,3,0,健康山东
2月24日,中国,山东,威海市,0,3,0,健康山东
2月24日,中国,山东,青岛市,0,2,0,健康山东
2月24日,中国,山东,淄博市,0,2,1,淄博发布
2月24日,意大利,意大利,NA,58,0,1,央视
2月24日,中国,河南,漯河市,0,1,0,漯河卫健委
2月24日,中国,陕西,商洛市,0,1,0,商洛卫健委
2月24日,中国,陕西,渭南市,0,1,0,渭南发布
2月24日,中国,陕西,渭南市,0,1,0,渭南卫健委
2月24日,中国,福建,泉州市,0,2,0,泉州卫健委
2月24日,韩国,韩国,NA,70,0,0,央视
2月24日,中国,广东,揭阳市,0,1,0,广州日报
2月24日,中国,广东,茂名市,0,1,0,广州日报
2月24日,中国,广东,中山市,0,2,0,广州日报
2月24日,中国,广东,东莞市,0,5,0,广州日报
2月24日,中国,广东,珠海市,0,2,0,广州日报
2月24日,中国,广东,广州市,0,8,0,广州日报
2月24日,阿富汗,阿富汗,NA,1,0,0,环球网
2月24日,伊朗,伊朗,NA,4,0,4,环球网
2月24日,中国,上海,外地来沪,0,5,0,上海发布
2月24日,中国,上海,奉贤区,0,2,0,上海发布
2月24日,中国,上海,杨浦区,0,1,0,上海发布
2月24日,中国,上海,普陀区,0,1,0,上海发布
2月24日,中国,上海,松江区,0,1,0,上海发布
2月24日,中国,上海,闵行区,0,1,0,上海发布
2月24日,中国,上海,浦东新区,0,1,0,上海发布
2月24日,加拿大,加拿大,NA,1,0,0,央视
2月24日,中国,云南,大理州,0,1,0,央视
2月24日,中国,云南,文山州,0,1,0,央视
2月24日,中国,云南,玉溪市,0,3,0,央视
2月24日,中国,云南,昆明市,0,4,0,央视
2月24日,中国,安徽,马鞍山市,0,1,0,央视
2月24日,中国,安徽,六安市,0,1,0,央视
2月24日,中国,安徽,滁州市,0,1,0,央视
2月24日,中国,安徽,亳州市,0,1,0,央视
2月24日,中国,安徽,阜阳市,0,2,0,央视
2月24日,中国,安徽,池州市,0,3,0,央视
2月24日,中国,安徽,铜陵市,0,3,0,央视
2月24日,中国,安徽,淮南市,0,3,0,央视
2月24日,中国,安徽,宿州市,0,3,0,央视
2月24日,中国,安徽,安庆市,0,4,0,央视
2月24日,中国,安徽,蚌埠市,0,6,0,央视
2月24日,中国,安徽,合肥市,0,16,0,央视
2月24日,中国,宁夏,吴忠市,0,1,0,央视
2月24日,英国,英国,NA,4,0,0,澎湃新闻
2月24日,中国,江苏,常州市,0,5,0,溧阳发布
2月24日,中国,辽宁,大连市,0,2,0,报业掌中大连
2月24日,中国,广西,南宁市,0,5,0,南宁日报
2月24日,台湾,台湾,,0,3,0,国家卫健委
2月24日,中国,湖北,黄冈市,0,119,5,湖北卫健委
2月24日,中国,湖北,武汉市,-195,0,,湖北卫健委
2月24日,中国,湖北,荆州市,0,53,1,湖北卫健委
2月24日,中国,湖北,襄阳市,1,58,1,湖北卫健委
2月24日,中国,湖北,仙桃市,2,20,0,湖北卫健委
2月24日,中国,湖北,咸宁市,0,47,0,湖北卫健委
2月24日,中国,湖北,天门市,0,26,0,湖北卫健委
2月24日,中国,湖北,荆门市,2,28,0,湖北卫健委
2月24日,中国,湖北,十堰市,2,26,0,湖北卫健委
2月24日,中国,湖北,恩施州,0,23,1,湖北卫健委
2月24日,中国,湖北,潜江市,3,4,0,湖北卫健委
2月24日,中国,湖北,随州市,3,53,3,湖北卫健委
2月24日,中国,湖北,鄂州市,4,48,0,湖北卫健委
2月24日,中国,湖北,黄石市,4,48,1,湖北卫健委
2月24日,中国,湖北,宜昌市,7,15,0,湖北卫健委
2月24日,中国,湖北,孝感市,22,99,6,湖北卫健委
2月24日,中国,湖北,武汉市,348,772,131,湖北卫健委
2月24日,中国,陕西,宝鸡市,0,1,0,宝鸡新闻网
2月24日,中国,宁夏,固原市,0,1,0,宁夏卫健委
2月24日,韩国,韩国,,161,0,2,中新网
2月24日,中国,海南,临高县,0,1,0,
2月24日,中国,海南,海口市,0,1,0,
2月24日,中国,海南,儋州市,0,0,1,
2月24日,中国,浙江,台州市,0,6,0,钱江晚报
2月24日,中国,浙江,绍兴市,0,3,0,钱江晚报
2月24日,中国,浙江,嘉兴市,0,2,0,钱江晚报
2月24日,中国,浙江,温州市,0,12,0,钱江晚报
2月24日,中国,浙江,宁波市,0,5,0,钱江晚报
2月24日,中国,浙江,杭州市,0,8,0,钱江晚报
2月24日,意大利,意大利,,5,0,0,中国日报
2月24日,中国,广东,阳江市,1,0,0,广东卫健委
2月24日,中国,广东,东莞市,2,0,0,广东卫健委
2月24日,中国,江西,吉安市,0,2,0,央视
2月24日,中国,江西,上饶市,0,2,0,央视
2月24日,中国,江西,赣州市,0,2,0,央视
2月24日,中国,江西,萍乡市,0,3,0,央视
2月24日,中国,江西,南昌市,0,3,0,央视
2月24日,中国,江西,抚州市,0,4,0,央视
2月24日,中国,江西,宜春市,0,4,0,央视
2月24日,中国,江西,九江市,0,6,0,央视
2月24日,中国,江西,新余市,0,8,0,央视
2月24日,中国,天津,外地来津,0,1,0,央视
2月24日,中国,天津,武清区,0,1,0,央视
2月24日,中国,天津,北辰区,0,1,0,央视
2月24日,中国,天津,东丽区,0,2,0,央视
2月24日,中国,天津,河西区,0,1,0,央视
2月24日,中国,天津,河东区,0,2,0,央视
2月24日,中国,天津,和平区,0,1,0,央视
2月24日,中国,天津,宝坻区,0,7,0,央视
2月24日,中国,江苏,宿迁市,0,1,0,央视
2月24日,中国,江苏,泰州市,0,1,0,央视
2月24日,中国,江苏,盐城市,0,4,0,央视
2月24日,中国,江苏,淮安市,0,1,0,央视
2月24日,中国,江苏,连云港市,0,2,0,央视
2月24日,中国,江苏,南通市,0,1,0,央视
2月24日,中国,江苏,苏州市,0,1,0,央视
2月24日,中国,江苏,徐州市,0,3,0,央视
2月24日,中国,江苏,无锡市,0,2,0,央视
2月24日,中国,四川,内江市,0,1,0,四川卫健委
2月24日,中国,四川,广元市,0,1,0,四川卫健委
2月24日,中国,四川,德阳市,0,1,0,四川卫健委
2月24日,中国,四川,泸州市,0,2,0,四川卫健委
2月24日,中国,四川,南充市,0,2,0,央视
2月24日,中国,黑龙江,七台河市,0,1,0,黑龙江卫健委
2月24日,中国,黑龙江,大庆市,0,1,0,黑龙江卫健委
2月24日,中国,黑龙江,齐齐哈尔市,0,1,0,黑龙江卫健委
2月24日,中国,黑龙江,鸡西市,0,4,0,黑龙江卫健委
2月24日,中国,黑龙江,牡丹江市,0,1,0,黑龙江卫健委
2月24日,中国,黑龙江,双鸭山市,0,1,0,黑龙江卫健委
2月24日,伊朗,伊朗,,15,0,2,澎湃
2月24日,中国,北京,地市明细不详,0,9,0,北京市卫健委
2月24日,中国,贵州,黔南州,0,1,0,央视
2月24日,中国,贵州,黔东南州,0,1,0,央视
2月24日,中国,贵州,毕节市,0,1,0,央视
2月24日,中国,贵州,安顺市,0,2,0,央视
2月24日,中国,贵州,六盘水市,0,1,0,央视
2月24日,中国,贵州,贵阳市,0,5,0,央视
2月24日,中国,河南,驻马店市,0,5,0,驻马店日报
2月24日,中国,福建,厦门市,0,4,0,厦门卫健委
2月24日,中国,福建,福州市,0,3,0,福州卫健委
2月24日,中国,河南,安阳市,0,4,0,安阳政府
2月24日,中国,河南,商丘市,0,1,0,商丘政府
2月24日,中国,河南,南阳市,0,10,0,南阳卫健委
2月24日,中国,河南,信阳市,0,8,0,信阳卫健委
2月24日,中国,河南,新乡市,0,3,0,新乡卫健委
2月24日,中国,内蒙古,锡林郭勒盟,0,1,0,内蒙古卫健委
2月24日,中国,内蒙古,巴彦淖尔市,0,3,0,内蒙古卫健委
2月24日,中国,安徽,蚌埠市,0,6,0,安徽卫健委
2月24日,中国,安徽,合肥市,0,2,0,安徽卫健委
2月24日,中国,安徽,淮北市,0,2,0,安徽卫健委
2月24日,中国,安徽,六安市,0,1,0,安徽卫健委
2月24日,中国,山东,菏泽市,0,1,0,山东卫健委
2月24日,中国,山东,聊城市,0,2,0,山东卫健委
2月24日,中国,山东,威海市,0,1,0,山东卫健委
2月24日,中国,山东,枣庄市,0,3,0,山东卫健委
2月24日,中国,山东,日照市,0,1,0,山东卫健委
2月24日,中国,山东,潍坊市,0,4,0,山东卫健委
2月24日,中国,山东,青岛市,1,2,0,山东卫健委
2月24日,中国,广西,钦州市,0,1,0,广西卫健委
2月24日,中国,广西,柳州市,0,1,0,广西卫健委
2月24日,中国,广西,南宁市,0,1,0,广西卫健委
2月24日,中国,广西,河池市,2,0,0,广西卫健委
2月24日,中国,河北,邢台市,0,1,0,央视
2月24日,中国,河北,衡水市,0,1,0,央视
2月24日,中国,河北,承德市,0,1,0,央视
2月24日,中国,河北,沧州市,0,2,0,央视
2月24日,中国,河北,廊坊市,0,2,0,央视
2月24日,中国,河北,秦皇岛市,0,2,0,央视
2月24日,中国,河北,张家口市,0,2,0,央视
2月24日,中国,河北,石家庄市,0,2,0,央视
2月24日,中国,河北,邯郸市,0,4,0,央视
2月24日,中国,新疆,乌鲁木齐市,0,3,0,新疆卫健委
2月24日,中国,辽宁,沈阳市,0,2,0,辽宁卫健委
2月24日,中国,辽宁,铁岭市,0,1,0,辽宁卫健委
2月24日,中国,辽宁,盘锦市,0,2,0,辽宁卫健委
2月24日,中国,吉林,长春市,0,1,0,吉林卫健委
2月24日,中国,吉林,通化市,2,1,0,吉林卫健委
2月24日,德国,德国,,0,7,0,央视
2月24日,中国,上海,黄浦区,0,1,0,上海发布
2月24日,中国,上海,外地来沪,0,-1,0,上海发布
2月24日,中国,山西,运城市,0,1,0,山西卫健委
2月24日,中国,山西,晋中市,0,1,0,山西卫健委
2月24日,中国,山西,朔州市,0,2,0,山西卫健委
2月24日,中国,山西,阳泉市,0,1,0,山西卫健委
2月24日,中国,山西,大同市,0,2,0,山西卫健委
2月24日,中国,湖南,常德市,0,1,0,湖南省卫健委
2月24日,中国,湖南,岳阳市,0,4,0,湖南省卫健委
2月24日,中国,湖南,邵阳市,0,2,0,湖南省卫健委
2月24日,中国,湖南,湘潭市,0,4,0,湖南省卫健委
2月24日,中国,湖南,株洲市,0,3,0,湖南省卫健委
2月24日,中国,湖南,长沙市,0,2,0,湖南省卫健委
2月24日,意大利,意大利,,20,0,1,央视
2月24日,中国,重庆,奉节县,0,1,0,重庆卫健委
2月24日,中国,重庆,云阳县,0,2,0,重庆卫健委
2月24日,中国,重庆,潼南区,0,1,0,重庆卫健委
2月24日,中国,重庆,江津区,0,1,0,重庆卫健委
2月24日,中国,重庆,江北区,0,1,0,重庆卫健委
2月24日,中国,重庆,渝中区,0,1,0,重庆卫健委
2月24日,中国,重庆,长寿区,1,0,0,重庆卫健委
2月24日,中国,重庆,沙坪坝区,1,0,0,重庆卫健委
2月23日,钻石公主号,钻石公主号,,57,0,0,央视
2月23日,意大利,意大利,,19,0,0,央视
2月23日,中国,安徽,铜陵市,0,1,0,铜陵发布
2月23日,中国,安徽,亳州市,0,7,0,安徽之声
2月23日,中国,海南,海口市,0,2,0,央视
2月23日,钻石公主号,钻石公主号,,0,0,1,央视
2月23日,意大利,意大利,,34,0,0,雅虎新闻
2月23日,中国,河南,鹤壁市,0,2,0,新浪河南
2月23日,中国,河南,平顶山市,0,4,0,平顶山市广电网
2月23日,中国,河南,商丘市,0,5,0,商丘古城
2月23日,中国,河南,驻马店市,0,5,0,驻马店广视网
2月23日,台湾,台湾,,2,0,0,央视
2月23日,中国,广东,深圳市,0,11,0,深圳电台飞扬971
2月23日,中国,广东,湛江市,0,2,0,湛江政法动态
2月23日,中国,香港,,4,0,0,央视
2月23日,韩国,韩国,,0,0,1,央视
2月23日,韩国,韩国,,46,0,0,新京报
2月23日,意大利,意大利,,3,0,0,中新网
2月23日,中国,福建,漳州市,0,1,0,漳州新闻网
2月23日,中国,宁夏,银川市,0,1,0,银川市人民政府
2月23日,中国,宁夏,吴忠市,0,7,0,银川市人民政府
2月23日,中国,广东,肇庆市,0,2,0,肇庆西江网
2月23日,中国,广东,汕头市,0,1,0,汕头政务发布
2月23日,中国,广东,中山市,0,3,0,中山生活
2月23日,中国,广东,佛山市,0,2,0,佛山新闻网
2月23日,中国,广东,广州市,0,6,0,广州荔湾发布
2月23日,中国,安徽,芜湖市,0,2,0,大江晚报
2月23日,中国,安徽,安庆市,0,4,0,桐城新鲜事
2月23日,中国,安徽,阜阳市,0,3,0,阜阳916官方
2月23日,中国,香港,,1,0,0,香港商报湖南办事处
2月23日,中国,河南,南阳市,0,18,1,南阳市卫健委
2月23日,中国,河南,信阳市,0,23,0,新县广播电视台
2月23日,中国,上海,嘉定区,0,3,0,健康上海12329
2月23日,中国,上海,杨浦区,0,1,0,健康上海12328
2月23日,中国,上海,长宁区,0,1,0,健康上海12327
2月23日,中国,上海,松江区,0,1,0,健康上海12326
2月23日,中国,上海,静安区,0,1,0,健康上海12325
2月23日,中国,上海,徐汇区,0,2,0,健康上海12324
2月23日,中国,上海,闵行区,0,1,0,健康上海12323
2月23日,中国,上海,宝山区,0,2,0,健康上海12322
2月23日,中国,上海,浦东新区,0,5,0,健康上海12321
2月23日,中国,上海,外地来沪,0,5,0,健康上海12320
2月23日,中国,云南,曲靖市,0,1,0,央视
2月23日,中国,云南,西双版纳州,0,3,0,央视
2月23日,中国,云南,昭通市,0,4,0,央视
2月23日,中国,陕西,西安市,0,4,0,西安发布
2月23日,中国,陕西,延安市,0,2,0,陕西发布
2月23日,中国,陕西,安康市,0,1,0,安康综合广播
2月23日,中国,陕西,西安市,0,2,0,西安发布
2月12日,中国,北京,门头沟区,0,1,0,北京市门头沟区政府
2月9日,中国,北京,门头沟区,0,1,0,北京市门头沟区政府
2月23日,中国,香港,,0,5,0,央视
2月23日,韩国,韩国,,123,0,2,央视
2月23日,中国,浙江,绍兴市,0,6,0,央视
2月23日,中国,浙江,宁波市,0,3,0,央视
2月23日,中国,浙江,杭州市,0,2,0,央视
2月23日,中国,湖南,永州市,0,2,0,央视
2月23日,中国,湖南,郴州市,0,1,0,央视
2月23日,中国,湖南,益阳市,0,1,0,央视
2月23日,中国,湖南,常德市,0,2,0,央视
2月23日,中国,湖南,岳阳市,0,10,0,央视
2月23日,中国,湖南,邵阳市,0,6,0,央视
2月23日,中国,湖南,湘潭市,0,2,0,央视
2月23日,中国,湖南,长沙市,0,11,0,央视
2月23日,中国,湖南,常德市,2,0,0,央视
2月23日,中国,湖南,株洲市,1,0,0,央视
2月23日,中国,江西,上饶市,0,13,0,央视
2月23日,中国,江西,抚州市,0,1,0,央视
2月23日,中国,江西,宜春市,0,14,0,央视
2月23日,中国,江西,赣州市,0,7,0,央视
2月23日,中国,江西,鹰潭市,0,2,0,央视
