relation,node1,node2
"后续事件","event/resource/R111","event/resource/R110"
"后续事件","event/resource/R112","event/resource/R111"
"后续事件","event/resource/R113","event/resource/R112"
"后续事件","event/resource/R114","event/resource/R113"
"后续事件","event/resource/R115","event/resource/R114"
"后续事件","event/resource/R116","event/resource/R115"
"后续事件","event/resource/R117","event/resource/R116"
"后续事件","event/resource/R118","event/resource/R117"
"后续事件","event/resource/R119","event/resource/R118"
"后续事件","event/resource/R120","event/resource/R119"
"后续事件","event/resource/R121","event/resource/R120"
"后续事件","event/resource/R122","event/resource/R121"
"后续事件","event/resource/R123","event/resource/R122"
"后续事件","event/resource/R124","event/resource/R123"
"后续事件","event/resource/R125","event/resource/R124"
"后续事件","event/resource/R126","event/resource/R125"
"后续事件","event/resource/R127","event/resource/R126"
"后续事件","event/resource/R128","event/resource/R127"
"后续事件","event/resource/R129","event/resource/R128"
"后续事件","event/resource/R130","event/resource/R129"
"后续事件","event/resource/R131","event/resource/R130"
"后续事件","event/resource/R132","event/resource/R131"
"后续事件","event/resource/R133","event/resource/R132"
"后续事件","event/resource/R134","event/resource/R133"
"后续事件","event/resource/R135","event/resource/R134"
"后续事件","event/resource/R136","event/resource/R135"
"后续事件","event/resource/R137","event/resource/R136"
"后续事件","event/resource/R138","event/resource/R137"
"后续事件","event/resource/R139","event/resource/R138"
"后续事件","event/resource/R140","event/resource/R139"
"后续事件","event/resource/R141","event/resource/R140"
"后续事件","event/resource/R142","event/resource/R141"
"后续事件","event/resource/R143","event/resource/R142"
"后续事件","event/resource/R144","event/resource/R143"
"后续事件","event/resource/R145","event/resource/R144"
"后续事件","event/resource/R146","event/resource/R145"
"后续事件","event/resource/R147","event/resource/R146"
"后续事件","event/resource/R148","event/resource/R147"
"后续事件","event/resource/R149","event/resource/R148"
"后续事件","event/resource/R150","event/resource/R149"
"后续事件","event/resource/R151","event/resource/R150"
"后续事件","event/resource/R152","event/resource/R151"
"后续事件","event/resource/R153","event/resource/R152"
"后续事件","event/resource/R154","event/resource/R153"
"后续事件","event/resource/R155","event/resource/R154"
"后续事件","event/resource/R156","event/resource/R155"
"后续事件","event/resource/R157","event/resource/R156"
"后续事件","event/resource/R158","event/resource/R157"
"后续事件","event/resource/R159","event/resource/R158"
"后续事件","event/resource/R160","event/resource/R159"
"后续事件","event/resource/R161","event/resource/R160"
"后续事件","event/resource/R162","event/resource/R161"
"后续事件","event/resource/R163","event/resource/R162"
"后续事件","event/resource/R164","event/resource/R163"
"后续事件","event/resource/R165","event/resource/R164"
"后续事件","event/resource/R166","event/resource/R165"
"后续事件","event/resource/R167","event/resource/R166"
"后续事件","event/resource/R168","event/resource/R167"
"后续事件","event/resource/R169","event/resource/R168"
"后续事件","event/resource/R170","event/resource/R169"
"后续事件","event/resource/R171","event/resource/R170"
"后续事件","event/resource/R172","event/resource/R171"
"后续事件","event/resource/R173","event/resource/R172"
"后续事件","event/resource/R174","event/resource/R173"
"后续事件","event/resource/R175","event/resource/R174"
"后续事件","event/resource/R176","event/resource/R175"
"后续事件","event/resource/R177","event/resource/R176"
"后续事件","event/resource/R178","event/resource/R177"
"后续事件","event/resource/R179","event/resource/R178"
"后续事件","event/resource/R180","event/resource/R179"
"后续事件","event/resource/R181","event/resource/R180"
"后续事件","event/resource/R182","event/resource/R181"
"后续事件","event/resource/R183","event/resource/R182"
"后续事件","event/resource/R184","event/resource/R183"
"后续事件","event/resource/R185","event/resource/R184"
"后续事件","event/resource/R186","event/resource/R185"
"后续事件","event/resource/R187","event/resource/R186"
"后续事件","event/resource/R188","event/resource/R187"
"后续事件","event/resource/R189","event/resource/R188"
"后续事件","event/resource/R190","event/resource/R189"
"后续事件","event/resource/R191","event/resource/R190"
"后续事件","event/resource/R192","event/resource/R191"
"后续事件","event/resource/R193","event/resource/R192"
"后续事件","event/resource/R194","event/resource/R193"
"组成","medical/resource/R100","medical/resource/R79"
"主治","medical/resource/R100","medical/resource/R58"
"忌同食","medical/resource/R100","medical/resource/R336"
"忌同食","medical/resource/R100","medical/resource/R337"
"功效","medical/resource/R100","medical/resource/R335"
"功效","medical/resource/R100","medical/resource/R334"
"功效","medical/resource/R100","medical/resource/R333"
"归经","medical/resource/R100","medical/resource/R332"
"归经","medical/resource/R100","medical/resource/R181"
"归经","medical/resource/R100","medical/resource/R180"
"用法","medical/resource/R100","medical/resource/R279"
"组成","medical/resource/R102","medical/resource/R119"
"组成","medical/resource/R102","medical/resource/R79"
"主治","medical/resource/R102","medical/resource/R61"
"主治","medical/resource/R102","medical/resource/R58"
"功效","medical/resource/R102","medical/resource/R331"
"功效","medical/resource/R102","medical/resource/R330"
"功效","medical/resource/R102","medical/resource/R328"
"功效","medical/resource/R102","medical/resource/R329"
"归经","medical/resource/R102","medical/resource/R181"
"归经","medical/resource/R102","medical/resource/R180"
"用法","medical/resource/R102","medical/resource/R279"
"组成","medical/resource/R103","medical/resource/R79"
"主治","medical/resource/R103","medical/resource/R58"
"忌同食","medical/resource/R103","medical/resource/R100"
"忌同食","medical/resource/R103","medical/resource/R325"
"忌同食","medical/resource/R103","medical/resource/R326"
"忌同食","medical/resource/R103","medical/resource/R327"
"功效","medical/resource/R103","medical/resource/R314"
"功效","medical/resource/R103","medical/resource/R315"
"功效","medical/resource/R103","medical/resource/R316"
"功效","medical/resource/R103","medical/resource/R317"
"功效","medical/resource/R103","medical/resource/R318"
"归经","medical/resource/R103","medical/resource/R324"
"归经","medical/resource/R103","medical/resource/R237"
"副作用","medical/resource/R103","medical/resource/R319"
"副作用","medical/resource/R103","medical/resource/R321"
"副作用","medical/resource/R103","medical/resource/R322"
"副作用","medical/resource/R103","medical/resource/R244"
"副作用","medical/resource/R103","medical/resource/R320"
"副作用","medical/resource/R103","medical/resource/R323"
"组成","medical/resource/R104","medical/resource/R79"
"主治","medical/resource/R104","medical/resource/R58"
"功效","medical/resource/R104","medical/resource/R311"
"功效","medical/resource/R104","medical/resource/R302"
"功效","medical/resource/R104","medical/resource/R312"
"归经","medical/resource/R104","medical/resource/R182"
"用法","medical/resource/R104","medical/resource/R313"
"组成","medical/resource/R105","medical/resource/R79"
"主治","medical/resource/R105","medical/resource/R58"
"忌同食","medical/resource/R105","medical/resource/R309"
"忌同食","medical/resource/R105","medical/resource/R310"
"功效","medical/resource/R105","medical/resource/R303"
"功效","medical/resource/R105","medical/resource/R305"
"功效","medical/resource/R105","medical/resource/R302"
"功效","medical/resource/R105","medical/resource/R304"
"归经","medical/resource/R105","medical/resource/R180"
"归经","medical/resource/R105","medical/resource/R181"
"归经","medical/resource/R105","medical/resource/R237"
"用法","medical/resource/R105","medical/resource/R306"
"用法","medical/resource/R105","medical/resource/R279"
"副作用","medical/resource/R105","medical/resource/R308"
"副作用","medical/resource/R105","medical/resource/R307"
"组成","medical/resource/R106","medical/resource/R79"
"组成","medical/resource/R106","medical/resource/R119"
"主治","medical/resource/R106","medical/resource/R61"
"主治","medical/resource/R106","medical/resource/R58"
"功效","medical/resource/R106","medical/resource/R333"
"功效","medical/resource/R106","medical/resource/R397"
"功效","medical/resource/R106","medical/resource/R399"
"功效","medical/resource/R106","medical/resource/R398"
"功效","medical/resource/R106","medical/resource/R270"
"归经","medical/resource/R106","medical/resource/R181"
"归经","medical/resource/R106","medical/resource/R332"
"用法","medical/resource/R106","medical/resource/R279"
"副作用","medical/resource/R106","medical/resource/R400"
"副作用","medical/resource/R106","medical/resource/R401"
"组成","medical/resource/R111","medical/resource/R119"
"主治","medical/resource/R111","medical/resource/R61"
"忌同食","medical/resource/R111","medical/resource/R309"
"忌同食","medical/resource/R111","medical/resource/R388"
"忌同食","medical/resource/R111","medical/resource/R389"
"功效","medical/resource/R111","medical/resource/R372"
"功效","medical/resource/R111","medical/resource/R386"
"功效","medical/resource/R111","medical/resource/R385"
"归经","medical/resource/R111","medical/resource/R237"
"归经","medical/resource/R111","medical/resource/R332"
"用法","medical/resource/R111","medical/resource/R279"
"副作用","medical/resource/R111","medical/resource/R387"
"组成","medical/resource/R112","medical/resource/R119"
"主治","medical/resource/R112","medical/resource/R61"
"功效","medical/resource/R112","medical/resource/R380"
"功效","medical/resource/R112","medical/resource/R379"
"功效","medical/resource/R112","medical/resource/R381"
"归经","medical/resource/R112","medical/resource/R181"
"归经","medical/resource/R112","medical/resource/R237"
"用法","medical/resource/R112","medical/resource/R279"
"副作用","medical/resource/R112","medical/resource/R382"
"副作用","medical/resource/R112","medical/resource/R384"
"副作用","medical/resource/R112","medical/resource/R383"
"组成","medical/resource/R113","medical/resource/R119"
"主治","medical/resource/R113","medical/resource/R61"
"忌同食","medical/resource/R113","medical/resource/R396"
"忌同食","medical/resource/R113","medical/resource/R395"
"忌同食","medical/resource/R113","medical/resource/R394"
"功效","medical/resource/R113","medical/resource/R391"
"功效","medical/resource/R113","medical/resource/R386"
"功效","medical/resource/R113","medical/resource/R390"
"归经","medical/resource/R113","medical/resource/R237"
"归经","medical/resource/R113","medical/resource/R181"
"归经","medical/resource/R113","medical/resource/R332"
"用法","medical/resource/R113","medical/resource/R279"
"副作用","medical/resource/R113","medical/resource/R392"
"副作用","medical/resource/R113","medical/resource/R393"
"组成","medical/resource/R114","medical/resource/R119"
"主治","medical/resource/R114","medical/resource/R61"
"功效","medical/resource/R114","medical/resource/R374"
"功效","medical/resource/R114","medical/resource/R375"
"功效","medical/resource/R114","medical/resource/R376"
"功效","medical/resource/R114","medical/resource/R377"
"功效","medical/resource/R114","medical/resource/R372"
"功效","medical/resource/R114","medical/resource/R373"
"归经","medical/resource/R114","medical/resource/R180"
"归经","medical/resource/R114","medical/resource/R219"
"归经","medical/resource/R114","medical/resource/R332"
"归经","medical/resource/R114","medical/resource/R181"
"用法","medical/resource/R114","medical/resource/R249"
"副作用","medical/resource/R114","medical/resource/R378"
"组成","medical/resource/R115","medical/resource/R119"
"主治","medical/resource/R115","medical/resource/R61"
"组成","medical/resource/R116","medical/resource/R119"
"主治","medical/resource/R116","medical/resource/R61"
"忌同食","medical/resource/R116","medical/resource/R111"
"功效","medical/resource/R116","medical/resource/R402"
"功效","medical/resource/R116","medical/resource/R403"
"功效","medical/resource/R116","medical/resource/R386"
"归经","medical/resource/R116","medical/resource/R219"
"归经","medical/resource/R116","medical/resource/R332"
"归经","medical/resource/R116","medical/resource/R238"
"用法","medical/resource/R116","medical/resource/R249"
"副作用","medical/resource/R116","medical/resource/R319"
"副作用","medical/resource/R116","medical/resource/R404"
"副作用","medical/resource/R116","medical/resource/R405"
"组成","medical/resource/R117","medical/resource/R119"
"主治","medical/resource/R117","medical/resource/R61"
"功效","medical/resource/R117","medical/resource/R408"
"功效","medical/resource/R117","medical/resource/R407"
"归经","medical/resource/R117","medical/resource/R324"
"归经","medical/resource/R117","medical/resource/R237"
"用法","medical/resource/R117","medical/resource/R313"
"副作用","medical/resource/R117","medical/resource/R410"
"副作用","medical/resource/R117","medical/resource/R411"
"副作用","medical/resource/R117","medical/resource/R409"
"组成","medical/resource/R118","medical/resource/R119"
"主治","medical/resource/R118","medical/resource/R61"
"忌同食","medical/resource/R118","medical/resource/R327"
"忌同食","medical/resource/R118","medical/resource/R100"
"忌同食","medical/resource/R118","medical/resource/R326"
"忌同食","medical/resource/R118","medical/resource/R325"
"功效","medical/resource/R118","medical/resource/R315"
"功效","medical/resource/R118","medical/resource/R331"
"功效","medical/resource/R118","medical/resource/R369"
"归经","medical/resource/R118","medical/resource/R237"
"归经","medical/resource/R118","medical/resource/R324"
"副作用","medical/resource/R118","medical/resource/R370"
"副作用","medical/resource/R118","medical/resource/R371"
"指标","medical/resource/R120","medical/resource/R145"
"组成","medical/resource/R130","medical/resource/R128"
"主治","medical/resource/R130","medical/resource/R59"
"忌同食","medical/resource/R130","medical/resource/R239"
"忌同食","medical/resource/R130","medical/resource/R240"
"功效","medical/resource/R130","medical/resource/R228"
"功效","medical/resource/R130","medical/resource/R229"
"功效","medical/resource/R130","medical/resource/R226"
"功效","medical/resource/R130","medical/resource/R227"
"功效","medical/resource/R130","medical/resource/R225"
"归经","medical/resource/R130","medical/resource/R182"
"归经","medical/resource/R130","medical/resource/R180"
"归经","medical/resource/R130","medical/resource/R238"
"归经","medical/resource/R130","medical/resource/R237"
"用法","medical/resource/R130","medical/resource/R224"
"用法","medical/resource/R130","medical/resource/R223"
"副作用","medical/resource/R130","medical/resource/R250"
"组成","medical/resource/R131","medical/resource/R128"
"主治","medical/resource/R131","medical/resource/R59"
"忌同食","medical/resource/R131","medical/resource/R361"
"忌同食","medical/resource/R131","medical/resource/R364"
"忌同食","medical/resource/R131","medical/resource/R327"
"忌同食","medical/resource/R131","medical/resource/R367"
"忌同食","medical/resource/R131","medical/resource/R113"
"忌同食","medical/resource/R131","medical/resource/R362"
"忌同食","medical/resource/R131","medical/resource/R360"
"忌同食","medical/resource/R131","medical/resource/R368"
"忌同食","medical/resource/R131","medical/resource/R365"
"忌同食","medical/resource/R131","medical/resource/R363"
"忌同食","medical/resource/R131","medical/resource/R359"
"忌同食","medical/resource/R131","medical/resource/R366"
"功效","medical/resource/R131","medical/resource/R358"
"功效","medical/resource/R131","medical/resource/R356"
"功效","medical/resource/R131","medical/resource/R357"
"归经","medical/resource/R131","medical/resource/R182"
"归经","medical/resource/R131","medical/resource/R180"
"归经","medical/resource/R131","medical/resource/R238"
"用法","medical/resource/R131","medical/resource/R279"
"组成","medical/resource/R132","medical/resource/R128"
"主治","medical/resource/R132","medical/resource/R59"
"忌同食","medical/resource/R132","medical/resource/R355"
"忌同食","medical/resource/R132","medical/resource/R354"
"忌同食","medical/resource/R132","medical/resource/R353"
"功效","medical/resource/R132","medical/resource/R351"
"功效","medical/resource/R132","medical/resource/R350"
"归经","medical/resource/R132","medical/resource/R219"
"归经","medical/resource/R132","medical/resource/R182"
"用法","medical/resource/R132","medical/resource/R313"
"用法","medical/resource/R132","medical/resource/R346"
"副作用","medical/resource/R132","medical/resource/R352"
"组成","medical/resource/R139","medical/resource/R129"
"主治","medical/resource/R139","medical/resource/R60"
"忌同食","medical/resource/R139","medical/resource/R347"
"功效","medical/resource/R139","medical/resource/R339"
"归经","medical/resource/R139","medical/resource/R180"
"归经","medical/resource/R139","medical/resource/R237"
"归经","medical/resource/R139","medical/resource/R181"
"副作用","medical/resource/R139","medical/resource/R349"
"副作用","medical/resource/R139","medical/resource/R348"
"组成","medical/resource/R140","medical/resource/R129"
"主治","medical/resource/R140","medical/resource/R60"
"忌同食","medical/resource/R140","medical/resource/R239"
"功效","medical/resource/R140","medical/resource/R342"
"功效","medical/resource/R140","medical/resource/R343"
"归经","medical/resource/R140","medical/resource/R180"
"归经","medical/resource/R140","medical/resource/R237"
"用法","medical/resource/R140","medical/resource/R313"
"用法","medical/resource/R140","medical/resource/R345"
"用法","medical/resource/R140","medical/resource/R346"
"组成","medical/resource/R141","medical/resource/R129"
"主治","medical/resource/R141","medical/resource/R60"
"功效","medical/resource/R141","medical/resource/R340"
"归经","medical/resource/R141","medical/resource/R237"
"归经","medical/resource/R141","medical/resource/R180"
"副作用","medical/resource/R141","medical/resource/R250"
"组成","medical/resource/R142","medical/resource/R129"
"主治","medical/resource/R142","medical/resource/R60"
"忌同食","medical/resource/R142","medical/resource/R294"
"忌同食","medical/resource/R142","medical/resource/R295"
"忌同食","medical/resource/R142","medical/resource/R293"
"忌同食","medical/resource/R142","medical/resource/R296"
"忌同食","medical/resource/R142","medical/resource/R292"
"功效","medical/resource/R142","medical/resource/R298"
"功效","medical/resource/R142","medical/resource/R299"
"功效","medical/resource/R142","medical/resource/R297"
"归经","medical/resource/R142","medical/resource/R237"
"归经","medical/resource/R142","medical/resource/R182"
"归经","medical/resource/R142","medical/resource/R180"
"归经","medical/resource/R142","medical/resource/R238"
"用法","medical/resource/R142","medical/resource/R279"
"副作用","medical/resource/R142","medical/resource/R301"
"副作用","medical/resource/R142","medical/resource/R300"
"组成","medical/resource/R143","medical/resource/R129"
"主治","medical/resource/R143","medical/resource/R60"
"功效","medical/resource/R143","medical/resource/R290"
"功效","medical/resource/R143","medical/resource/R291"
"功效","medical/resource/R143","medical/resource/R289"
"功效","medical/resource/R143","medical/resource/R288"
"归经","medical/resource/R143","medical/resource/R181"
"归经","medical/resource/R143","medical/resource/R180"
"归经","medical/resource/R143","medical/resource/R237"
"用法","medical/resource/R143","medical/resource/R279"
"组成","medical/resource/R144","medical/resource/R129"
"主治","medical/resource/R144","medical/resource/R60"
"功效","medical/resource/R144","medical/resource/R277"
"功效","medical/resource/R144","medical/resource/R278"
"功效","medical/resource/R144","medical/resource/R276"
"归经","medical/resource/R144","medical/resource/R182"
"归经","medical/resource/R144","medical/resource/R181"
"归经","medical/resource/R144","medical/resource/R180"
"用法","medical/resource/R144","medical/resource/R279"
"副作用","medical/resource/R144","medical/resource/R285"
"副作用","medical/resource/R144","medical/resource/R281"
"副作用","medical/resource/R144","medical/resource/R282"
"副作用","medical/resource/R144","medical/resource/R287"
"副作用","medical/resource/R144","medical/resource/R284"
"副作用","medical/resource/R144","medical/resource/R280"
"副作用","medical/resource/R144","medical/resource/R286"
"副作用","medical/resource/R144","medical/resource/R283"
"测量设备","medical/resource/R145","medical/resource/R412"
"测量设备","medical/resource/R147","medical/resource/R253"
"检查项","medical/resource/R147","medical/resource/R254"
"治疗药物","medical/resource/R151","medical/resource/R160"
"治疗药物","medical/resource/R151","medical/resource/R159"
"治疗药物","medical/resource/R151","medical/resource/R158"
"治疗药物","medical/resource/R151","medical/resource/R157"
"治疗药物","medical/resource/R151","medical/resource/R156"
"治疗设备","medical/resource/R153","medical/resource/R155"
"治疗设备","medical/resource/R153","medical/resource/R154"
"忌同食","medical/resource/R158","medical/resource/R258"
"忌同食","medical/resource/R158","medical/resource/R259"
"用法","medical/resource/R158","medical/resource/R257"
"副作用","medical/resource/R158","medical/resource/R164"
"副作用","medical/resource/R158","medical/resource/R161"
"副作用","medical/resource/R158","medical/resource/R162"
"副作用","medical/resource/R158","medical/resource/R163"
"忌同食","medical/resource/R159","medical/resource/R260"
"忌同食","medical/resource/R159","medical/resource/R261"
"忌同食","medical/resource/R159","medical/resource/R262"
"用法","medical/resource/R159","medical/resource/R249"
"副作用","medical/resource/R159","medical/resource/R163"
"副作用","medical/resource/R159","medical/resource/R164"
"副作用","medical/resource/R159","medical/resource/R161"
"副作用","medical/resource/R159","medical/resource/R162"
"忌同食","medical/resource/R160","medical/resource/R256"
"用法","medical/resource/R160","medical/resource/R249"
"副作用","medical/resource/R160","medical/resource/R243"
"副作用","medical/resource/R160","medical/resource/R242"
"副作用","medical/resource/R160","medical/resource/R245"
"副作用","medical/resource/R160","medical/resource/R244"
"主要传播途径","medical/resource/R170","medical/resource/R183"
"主要传播途径","medical/resource/R170","medical/resource/R184"
"易感染人群","medical/resource/R170","medical/resource/R185"
"传染源","medical/resource/R170","medical/resource/R190"
"传染源","medical/resource/R170","medical/resource/R191"
"属于","medical/resource/R170","medical/resource/R186"
"引发","medical/resource/R170","medical/resource/R187"
"疑似传播途径","medical/resource/R170","medical/resource/R241"
"首次爆发疫区","medical/resource/R187","medical/resource/R188"
"病例","medical/resource/R187","medical/resource/R44"
"病例","medical/resource/R187","medical/resource/R45"
"防护手段","medical/resource/R187","medical/resource/R204"
"防护手段","medical/resource/R187","medical/resource/R206"
"防护手段","medical/resource/R187","medical/resource/R208"
"防护手段","medical/resource/R187","medical/resource/R205"
"防护手段","medical/resource/R187","medical/resource/R210"
"防护手段","medical/resource/R187","medical/resource/R207"
"防护手段","medical/resource/R187","medical/resource/R212"
"防护手段","medical/resource/R187","medical/resource/R209"
"防护手段","medical/resource/R187","medical/resource/R211"
"症状","medical/resource/R187","medical/resource/R200"
"症状","medical/resource/R187","medical/resource/R196"
"症状","medical/resource/R187","medical/resource/R81"
"症状","medical/resource/R187","medical/resource/R198"
"症状","medical/resource/R187","medical/resource/R169"
"症状","medical/resource/R187","medical/resource/R195"
"症状","medical/resource/R187","medical/resource/R197"
"症状","medical/resource/R187","medical/resource/R120"
"症状","medical/resource/R187","medical/resource/R201"
"症状","medical/resource/R187","medical/resource/R467"
"症状","medical/resource/R187","medical/resource/R199"
"症状","medical/resource/R187","medical/resource/R194"
"所属科目","medical/resource/R187","medical/resource/R189"
"感染","medical/resource/R187","medical/resource/R213"
"损伤部位","medical/resource/R187","medical/resource/R213"
"伴随症状","medical/resource/R200","medical/resource/R252"
"伴随症状","medical/resource/R200","medical/resource/R169"
"伴随症状","medical/resource/R200","medical/resource/R251"
"防护工具","medical/resource/R205","medical/resource/R460"
"适用人群","medical/resource/R205","medical/resource/R185"
"防护工具","medical/resource/R207","medical/resource/R462"
"防护工具","medical/resource/R207","medical/resource/R461"
"适用人群","medical/resource/R207","medical/resource/R185"
"防护工具","medical/resource/R212","medical/resource/R460"
"防护工具","medical/resource/R212","medical/resource/R463"
"适用人群","medical/resource/R212","medical/resource/R185"
"功效类别","medical/resource/R225","medical/resource/R424"
"功效类别","medical/resource/R227","medical/resource/R424"
"功效类别","medical/resource/R228","medical/resource/R424"
"功效类别","medical/resource/R229","medical/resource/R424"
"忌同食","medical/resource/R239","medical/resource/R265"
"忌同食","medical/resource/R239","medical/resource/R267"
"忌同食","medical/resource/R239","medical/resource/R264"
"忌同食","medical/resource/R239","medical/resource/R268"
"忌同食","medical/resource/R239","medical/resource/R263"
"忌同食","medical/resource/R239","medical/resource/R266"
"忌同食","medical/resource/R239","medical/resource/R130"
"功效","medical/resource/R239","medical/resource/R269"
"功效","medical/resource/R239","medical/resource/R270"
"归经","medical/resource/R239","medical/resource/R237"
"归经","medical/resource/R239","medical/resource/R219"
"归经","medical/resource/R239","medical/resource/R181"
"用法","medical/resource/R239","medical/resource/R272"
"用法","medical/resource/R239","medical/resource/R271"
"副作用","medical/resource/R239","medical/resource/R274"
"副作用","medical/resource/R239","medical/resource/R273"
"副作用","medical/resource/R239","medical/resource/R275"
"检查方式","medical/resource/R254","medical/resource/R255"
"所属科目","medical/resource/R254","medical/resource/R189"
"功效类别","medical/resource/R276","medical/resource/R424"
"功效类别","medical/resource/R277","medical/resource/R425"
"功效类别","medical/resource/R278","medical/resource/R425"
"功效类别","medical/resource/R288","medical/resource/R425"
"功效类别","medical/resource/R297","medical/resource/R426"
"功效类别","medical/resource/R298","medical/resource/R426"
"功效类别","medical/resource/R299","medical/resource/R427"
"功效类别","medical/resource/R302","medical/resource/R428"
"功效类别","medical/resource/R303","medical/resource/R425"
"功效类别","medical/resource/R304","medical/resource/R429"
"功效类别","medical/resource/R305","medical/resource/R428"
"功效类别","medical/resource/R311","medical/resource/R428"
"功效类别","medical/resource/R312","medical/resource/R428"
"功效类别","medical/resource/R314","medical/resource/R428"
"功效类别","medical/resource/R315","medical/resource/R428"
"功效类别","medical/resource/R329","medical/resource/R430"
"功效类别","medical/resource/R330","medical/resource/R431"
"功效类别","medical/resource/R331","medical/resource/R432"
"功效类别","medical/resource/R338","medical/resource/R424"
"功效类别","medical/resource/R339","medical/resource/R433"
"功效类别","medical/resource/R340","medical/resource/R424"
"功效类别","medical/resource/R342","medical/resource/R424"
"功效类别","medical/resource/R343","medical/resource/R436"
"功效类别","medical/resource/R350","medical/resource/R434"
"功效类别","medical/resource/R351","medical/resource/R435"
"功效类别","medical/resource/R356","medical/resource/R437"
"功效类别","medical/resource/R357","medical/resource/R437"
"功效类别","medical/resource/R358","medical/resource/R437"
"功效类别","medical/resource/R369","medical/resource/R428"
"功效类别","medical/resource/R373","medical/resource/R438"
"功效类别","medical/resource/R374","medical/resource/R439"
"功效类别","medical/resource/R375","medical/resource/R440"
"功效类别","medical/resource/R385","medical/resource/R441"
"功效类别","medical/resource/R397","medical/resource/R433"
"功效类别","medical/resource/R398","medical/resource/R442"
"功效类别","medical/resource/R399","medical/resource/R442"
"功效类别","medical/resource/R402","medical/resource/R441"
"测量设备","medical/resource/R414","medical/resource/R420"
"检查项","medical/resource/R414","medical/resource/R456"
"测量设备","medical/resource/R415","medical/resource/R420"
"检查项","medical/resource/R415","medical/resource/R456"
"测量设备","medical/resource/R416","medical/resource/R420"
"检查项","medical/resource/R416","medical/resource/R456"
"测量设备","medical/resource/R417","medical/resource/R421"
"测量设备","medical/resource/R418","medical/resource/R422"
"测量设备","medical/resource/R419","medical/resource/R423"
"诊断标准","medical/resource/R44","medical/resource/R64"
"诊断标准","medical/resource/R44","medical/resource/R63"
"诊断标准","medical/resource/R44","medical/resource/R62"
"诊断标准","medical/resource/R44","medical/resource/R65"
"判断依据","medical/resource/R44","medical/resource/R69"
"判断依据","medical/resource/R44","medical/resource/R66"
"判断依据","medical/resource/R44","medical/resource/R67"
"判断依据","medical/resource/R44","medical/resource/R68"
"测量设备","medical/resource/R443","medical/resource/R451"
"检查项","medical/resource/R443","medical/resource/R452"
"测量设备","medical/resource/R444","medical/resource/R451"
"检查项","medical/resource/R444","medical/resource/R452"
"检查项","medical/resource/R447","medical/resource/R453"
"检查项","medical/resource/R448","medical/resource/R453"
"检查项","medical/resource/R449","medical/resource/R455"
"检查项","medical/resource/R449","medical/resource/R454"
"诊断标准","medical/resource/R45","medical/resource/R71"
"诊断标准","medical/resource/R45","medical/resource/R70"
"判断依据","medical/resource/R45","medical/resource/R76"
"判断依据","medical/resource/R45","medical/resource/R75"
"判断依据","medical/resource/R45","medical/resource/R74"
"判断依据","medical/resource/R45","medical/resource/R73"
"判断依据","medical/resource/R45","medical/resource/R77"
"判断依据","medical/resource/R45","medical/resource/R78"
"判断依据","medical/resource/R45","medical/resource/R72"
"临床分型","medical/resource/R45","medical/resource/R46"
"临床分型","medical/resource/R45","medical/resource/R49"
"临床分型","medical/resource/R45","medical/resource/R48"
"临床分型","medical/resource/R45","medical/resource/R47"
"证型","medical/resource/R45","medical/resource/R470"
"证型","medical/resource/R45","medical/resource/R59"
"证型","medical/resource/R45","medical/resource/R60"
"证型","medical/resource/R45","medical/resource/R472"
"证型","medical/resource/R45","medical/resource/R58"
"证型","medical/resource/R45","medical/resource/R474"
"证型","medical/resource/R45","medical/resource/R471"
"证型","medical/resource/R45","medical/resource/R473"
"证型","medical/resource/R45","medical/resource/R61"
"检查项","medical/resource/R450","medical/resource/R452"
"检查方式","medical/resource/R452","medical/resource/R457"
"所属科目","medical/resource/R452","medical/resource/R458"
"检查方式","medical/resource/R453","medical/resource/R459"
"所属科目","medical/resource/R453","medical/resource/R458"
"所属科目","medical/resource/R454","medical/resource/R458"
"所属科目","medical/resource/R455","medical/resource/R458"
"治疗方案","medical/resource/R47","medical/resource/R151"
"治疗方案","medical/resource/R47","medical/resource/R153"
"治疗方案","medical/resource/R47","medical/resource/R150"
"治疗方案","medical/resource/R47","medical/resource/R149"
"临床表现","medical/resource/R48","medical/resource/R169"
"临床表现","medical/resource/R48","medical/resource/R73"
"治疗方案","medical/resource/R48","medical/resource/R168"
"治疗方案","medical/resource/R48","medical/resource/R167"
"治疗方案","medical/resource/R48","medical/resource/R166"
"治疗方案","medical/resource/R48","medical/resource/R165"
"治疗方案","medical/resource/R49","medical/resource/R168"
"治疗方案","medical/resource/R49","medical/resource/R167"
"治疗方案","medical/resource/R49","medical/resource/R166"
"治疗方案","medical/resource/R49","medical/resource/R165"
"表现","medical/resource/R58","medical/resource/R83"
"表现","medical/resource/R58","medical/resource/R84"
"表现","medical/resource/R58","medical/resource/R90"
"表现","medical/resource/R58","medical/resource/R80"
"表现","medical/resource/R58","medical/resource/R86"
"表现","medical/resource/R58","medical/resource/R85"
"表现","medical/resource/R58","medical/resource/R81"
"表现","medical/resource/R58","medical/resource/R87"
"表现","medical/resource/R58","medical/resource/R88"
"表现","medical/resource/R58","medical/resource/R82"
"表现","medical/resource/R58","medical/resource/R89"
"推荐处方","medical/resource/R58","medical/resource/R79"
"表现","medical/resource/R59","medical/resource/R124"
